ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Research_Title,Methodology,P_Value,Findings
208,Western,Arua,Primary,2.696582073487738,25,Female,1497885,River,Cassava,2022,Thesis,FGD,0.04576800456274673,Education increases yield
209,Eastern,Lira,Primary,2.683771134623042,42,Male,523150,Borehole,Cassava,2022,Thesis,KII,0.008566095284270993,Education increases yield
210,Central,Kampala,None,1.3667696195965178,40,Female,1953063,River,Beans,2023,Thesis,KII,0.003789812889928358,Education increases yield
211,Northern,Lira,Secondary,3.797965189654776,27,Female,1271123,River,Coffee,2024,Thesis,KII,0.02463348911492977,Education increases yield
212,Northern,Lira,Primary,2.779030425462539,47,Female,485083,River,Beans,2023,Thesis,KII,0.010267337504459625,Education increases yield
213,Central,Gulu,University,7.41802871098362,50,Female,541882,River,Beans,2024,Thesis,Survey,0.0469325645033152,Education increases yield
214,Northern,Gulu,Secondary,4.341036655822564,28,Male,556900,River,Cassava,2022,Thesis,FGD,0.0015048665242332088,Education increases yield
215,Northern,Gulu,University,7.305939836533724,52,Female,1991234,Well,Cassava,2023,Thesis,Survey,0.021218364077892717,Education increases yield
216,Central,Lira,University,7.790353411037507,44,Female,667548,River,Beans,2024,Thesis,Survey,0.04641064079591325,Education increases yield
217,Western,Mbarara,University,4.949059642104732,20,Female,857082,Borehole,Coffee,2024,Thesis,FGD,0.01983649212975865,Education increases yield
218,Central,Lira,University,7.743463841865367,64,Male,1160868,Tap,Beans,2023,Thesis,Survey,0.005562354749422577,Education increases yield
219,Western,Mbarara,Secondary,4.542427765221275,25,Female,1623560,River,Cassava,2023,Thesis,KII,0.015841852200227567,Education increases yield
220,Northern,Mbarara,Secondary,3.0883746722612733,30,Female,1784538,Borehole,Cassava,2023,Thesis,KII,0.025402509297887243,Education increases yield
221,Northern,Gulu,Primary,3.3024708823196884,59,Female,576095,Tap,Coffee,2023,Thesis,KII,0.010072432679823322,Education increases yield
222,Northern,Arua,Primary,2.1016790939760384,20,Female,1640815,Borehole,Beans,2023,Thesis,KII,0.023861523552019835,Education increases yield
223,Eastern,Kampala,Secondary,3.938033563681447,37,Female,322225,Well,Beans,2022,Thesis,FGD,0.04198081659350604,Education increases yield
224,Western,Gulu,Secondary,3.692320217534338,63,Female,1644070,Well,Maize,2022,Thesis,KII,0.04375828053963404,Education increases yield
225,Eastern,Gulu,Primary,2.8023988442382244,62,Female,1414766,Tap,Beans,2023,Thesis,FGD,0.0034137760008258735,Education increases yield
226,Eastern,Arua,Secondary,3.414646857487947,52,Male,400231,Tap,Coffee,2023,Thesis,FGD,0.008884264544576102,Education increases yield
227,Central,Kampala,University,7.701474629947786,30,Male,1648322,Tap,Cassava,2022,Thesis,FGD,0.014489216652573404,Education increases yield
228,Eastern,Lira,Secondary,4.061137412805328,37,Female,774154,Well,Maize,2024,Thesis,FGD,0.03014842669349249,Education increases yield
229,Central,Lira,Secondary,3.835797516512063,41,Female,1067955,Well,Coffee,2022,Thesis,Survey,0.01868874318083089,Education increases yield
230,Central,Gulu,University,7.55287567761397,26,Male,1118428,Borehole,Coffee,2023,Thesis,Survey,0.0423580047588577,Education increases yield
231,Eastern,Kampala,University,6.48044323768092,47,Male,1792410,Well,Maize,2024,Thesis,KII,0.03611692154586395,Education increases yield
232,Western,Gulu,Secondary,5.1481768253623015,42,Male,1039737,Tap,Beans,2023,Thesis,FGD,0.005922345132561902,Education increases yield
233,Western,Mbarara,University,7.779592950840866,33,Male,302833,River,Maize,2024,Thesis,KII,0.031603317623092465,Education increases yield
234,Western,Gulu,University,5.465196161781023,25,Female,1195310,River,Coffee,2023,Thesis,KII,0.006537618642001943,Education increases yield
235,Western,Gulu,University,7.9092602022229235,61,Female,350025,Tap,Beans,2022,Thesis,KII,0.013496747812186544,Education increases yield
236,Western,Lira,Primary,1.0379640284981144,45,Female,890943,Well,Cassava,2023,Thesis,KII,0.009715661043177174,Education increases yield
237,Eastern,Lira,Secondary,5.371580526882511,29,Female,419964,Tap,Maize,2022,Thesis,FGD,0.009480035510834543,Education increases yield
238,Eastern,Lira,Primary,4.528357192230239,41,Female,1508408,Well,Coffee,2024,Thesis,FGD,0.031203380714066104,Education increases yield
239,Northern,Mbarara,None,2.0748344382691313,46,Male,925474,River,Beans,2022,Thesis,Survey,0.028616641205153916,Education increases yield
240,Western,Lira,Secondary,2.043019355300327,32,Male,1511608,Borehole,Coffee,2024,Thesis,FGD,0.009625379486598619,Education increases yield
241,Eastern,Kampala,Secondary,5.263565719386019,35,Male,1074300,Well,Beans,2023,Thesis,FGD,0.04951846746550316,Education increases yield
242,Northern,Arua,University,9.0,24,Male,1465046,Borehole,Beans,2022,Thesis,KII,0.021669999886046398,Education increases yield
243,Western,Kampala,Primary,2.196968359001971,30,Male,285509,River,Maize,2024,Thesis,FGD,0.005756397079591895,Education increases yield
244,Central,Kampala,University,6.76529667997011,36,Female,1884810,Borehole,Cassava,2024,Thesis,KII,0.006907881830800641,Education increases yield
245,Northern,Lira,Secondary,3.011513278073568,60,Male,1757738,Borehole,Beans,2024,Thesis,FGD,0.02961079197260314,Education increases yield
246,Eastern,Arua,Secondary,4.51207941881967,22,Male,1009842,Tap,Coffee,2024,Thesis,Survey,0.04897440076579017,Education increases yield
247,Central,Arua,University,8.069177182543129,43,Female,1781466,Borehole,Beans,2023,Thesis,KII,0.029025603979340696,Education increases yield
248,Central,Arua,Secondary,4.897737128149454,19,Female,1267190,River,Cassava,2023,Thesis,FGD,0.04750303235421523,Education increases yield
249,Central,Mbarara,Primary,5.641966977287799,50,Female,1108574,Well,Coffee,2023,Thesis,FGD,0.022762509687143315,Education increases yield
250,Northern,Lira,University,6.8330270429657975,54,Female,1635805,Borehole,Beans,2024,Thesis,KII,0.02235621407894859,Education increases yield
251,Eastern,Arua,Primary,0.8693266325847357,42,Female,1247874,Well,Beans,2023,Thesis,Survey,0.025500360606478232,Education increases yield
252,Central,Mbarara,None,1.370970971568219,42,Male,1267020,Tap,Maize,2024,Thesis,Survey,0.03517384744962221,Education increases yield
253,Western,Gulu,University,4.38354823478751,56,Female,1563770,River,Cassava,2024,Thesis,FGD,0.0190131823561153,Education increases yield
254,Central,Gulu,Primary,1.9668960751354865,47,Female,1316725,River,Beans,2024,Thesis,FGD,0.0433304156012689,Education increases yield
255,Central,Mbarara,Secondary,5.824382058600213,58,Male,1894567,Well,Cassava,2022,Thesis,FGD,0.0024347878536391653,Education increases yield
256,Northern,Mbarara,Primary,2.8251336486317715,21,Male,1094740,River,Beans,2023,Thesis,KII,0.022548445556393674,Education increases yield
257,Northern,Lira,University,6.979416812831269,36,Female,1599338,Tap,Coffee,2023,Thesis,KII,0.02603860064901598,Education increases yield
258,Eastern,Lira,Primary,4.320780376715357,44,Female,1365066,Well,Cassava,2022,Thesis,KII,0.030744579674891713,Education increases yield
259,Western,Gulu,University,6.52940010833663,64,Male,1293442,River,Coffee,2022,Thesis,FGD,0.0145275237059273,Education increases yield
260,Northern,Arua,Secondary,5.4618204129341095,56,Female,659429,Tap,Cassava,2022,Thesis,Survey,0.021946518578305933,Education increases yield
261,Central,Gulu,Primary,2.6293069751663403,41,Female,1194142,Tap,Coffee,2022,Thesis,KII,0.024742349760488776,Education increases yield
262,Eastern,Arua,Secondary,4.580047463459026,54,Female,1961175,Borehole,Beans,2024,Thesis,Survey,0.03465858895547745,Education increases yield
263,Central,Arua,University,5.582695144136987,42,Female,843689,River,Coffee,2023,Thesis,FGD,0.038903665052054885,Education increases yield
264,Central,Lira,Secondary,3.717953205171783,46,Female,830322,Well,Coffee,2023,Thesis,KII,0.03715353903984558,Education increases yield
265,Northern,Kampala,Primary,1.1024817671561264,48,Male,1816075,Borehole,Beans,2023,Thesis,KII,0.017737569562189682,Education increases yield
266,Eastern,Kampala,Secondary,4.104754921774655,62,Male,596220,Well,Cassava,2024,Thesis,KII,0.04997307562660622,Education increases yield
267,Western,Mbarara,Secondary,4.590402343916267,52,Female,263789,Borehole,Coffee,2023,Thesis,FGD,0.04258460027757179,Education increases yield
268,Western,Lira,Secondary,3.089961894908548,45,Female,1323098,Tap,Maize,2022,Thesis,FGD,0.013741145284103477,Education increases yield
269,Northern,Arua,Secondary,6.249178922684823,55,Male,788372,Borehole,Maize,2023,Thesis,FGD,0.01056018447796855,Education increases yield
270,Northern,Kampala,Secondary,4.478106019091961,61,Male,1871896,Borehole,Coffee,2023,Thesis,Survey,0.016387041278586135,Education increases yield
271,Eastern,Arua,Primary,2.5577955855852195,21,Male,1536989,Borehole,Coffee,2024,Thesis,Survey,0.0231648977969826,Education increases yield
272,Western,Kampala,Secondary,4.9696577513456255,45,Female,279709,River,Coffee,2022,Thesis,KII,0.04268916953766108,Education increases yield
273,Western,Kampala,Secondary,3.3710719191340783,48,Male,313145,Borehole,Cassava,2022,Thesis,KII,0.03913975092593219,Education increases yield
274,Western,Kampala,Primary,2.663477479167453,40,Female,745406,Tap,Beans,2022,Thesis,FGD,0.04271106005178793,Education increases yield
275,Central,Lira,University,6.0831337796424085,31,Female,953854,Well,Maize,2023,Thesis,FGD,0.014325898630606095,Education increases yield
276,Western,Gulu,Secondary,5.758679910088983,45,Female,476233,River,Maize,2022,Thesis,FGD,0.030079599900139975,Education increases yield
277,Central,Arua,Secondary,3.141360650602919,31,Female,1106114,Tap,Cassava,2022,Thesis,KII,0.01487920405159135,Education increases yield
278,Eastern,Lira,University,6.863165459307173,18,Female,1291532,River,Coffee,2023,Thesis,FGD,0.0063421348752551645,Education increases yield
279,Central,Lira,Secondary,4.529315785151776,60,Male,963963,Well,Coffee,2024,Thesis,Survey,0.034525689430259354,Education increases yield
280,Eastern,Lira,University,7.1948257444077015,49,Male,1203290,Well,Beans,2023,Thesis,Survey,0.008006880008576502,Education increases yield
281,Western,Lira,Secondary,3.618764826917168,58,Male,803514,Well,Beans,2024,Thesis,KII,0.0337171903236171,Education increases yield
282,Western,Lira,None,0.3044905978549022,35,Male,1881469,River,Maize,2024,Thesis,KII,0.03275025094036505,Education increases yield
283,Eastern,Mbarara,Secondary,3.633204826953901,22,Female,959703,River,Beans,2022,Thesis,Survey,0.04070217377677684,Education increases yield
284,Northern,Arua,Secondary,4.728325434210283,59,Male,1091181,Well,Maize,2022,Thesis,FGD,0.007838175623614656,Education increases yield
285,Eastern,Lira,Secondary,4.056154229088037,32,Male,569277,Well,Cassava,2023,Thesis,KII,0.039390527276931736,Education increases yield
286,Northern,Arua,Primary,3.2962088084525214,59,Male,1187085,Tap,Coffee,2024,Thesis,KII,0.04996454977136562,Education increases yield
287,Central,Mbarara,Primary,2.977003719395073,33,Male,1376550,Well,Coffee,2023,Thesis,KII,0.04270107998070921,Education increases yield
288,Central,Mbarara,Primary,0.22308730190039228,53,Male,1762795,Borehole,Maize,2022,Thesis,Survey,0.037838791740055645,Education increases yield
289,Central,Arua,Primary,2.747497796837211,53,Male,1581880,River,Coffee,2024,Thesis,KII,0.03344610238004068,Education increases yield
290,Western,Kampala,Secondary,6.45045476781627,57,Female,1292355,Tap,Cassava,2022,Thesis,Survey,0.021667292749586044,Education increases yield
291,Central,Gulu,Primary,3.8252690510383314,47,Female,1400143,River,Beans,2022,Thesis,Survey,0.03679450822668851,Education increases yield
292,Northern,Kampala,Secondary,4.6220131607069685,55,Male,1026034,Well,Cassava,2022,Thesis,FGD,0.03648472372188221,Education increases yield
293,Central,Kampala,Secondary,3.140607869530056,40,Female,1432751,Borehole,Coffee,2024,Thesis,FGD,0.03194341585167713,Education increases yield
294,Eastern,Kampala,Secondary,4.677553716125646,28,Female,942500,Well,Cassava,2024,Thesis,FGD,0.040017640536593596,Education increases yield
295,Eastern,Lira,University,7.539749939878259,42,Female,1251823,River,Coffee,2022,Thesis,KII,0.0229894305329149,Education increases yield
296,Western,Mbarara,Secondary,3.946253319172416,62,Female,1430016,Tap,Maize,2024,Thesis,Survey,0.006941382894487142,Education increases yield
297,Eastern,Kampala,Secondary,4.516742058804438,60,Female,855300,River,Beans,2022,Thesis,KII,0.028394318652852635,Education increases yield
298,Northern,Mbarara,Secondary,5.709662458396041,19,Male,1172748,Tap,Beans,2022,Thesis,Survey,0.013987132906855788,Education increases yield
299,Central,Arua,Primary,1.6427255802582743,52,Female,830572,Borehole,Coffee,2022,Thesis,KII,0.01983722177402836,Education increases yield
300,Western,Gulu,University,5.741700395040873,64,Female,1667266,Well,Coffee,2024,Thesis,Survey,0.0018533302931200753,Education increases yield
301,Central,Arua,Primary,3.1926993259942127,41,Male,1182288,Well,Beans,2023,Thesis,FGD,0.019756738807976286,Education increases yield
302,Central,Arua,None,1.6575426361980803,30,Female,598802,Borehole,Cassava,2023,Thesis,FGD,0.04063125420063728,Education increases yield
303,Northern,Lira,Secondary,5.228838295412812,59,Female,1566948,River,Cassava,2024,Thesis,KII,0.027593395979974487,Education increases yield
304,Eastern,Gulu,None,1.7697938119037695,54,Male,1518660,Borehole,Cassava,2024,Thesis,Survey,0.0014802258197645812,Education increases yield
305,Eastern,Arua,University,6.232244936825806,47,Female,480750,Well,Beans,2022,Thesis,FGD,0.02402234719175252,Education increases yield
306,Central,Arua,Secondary,4.632192651465405,28,Male,832041,Tap,Maize,2022,Thesis,Survey,0.015281130734624965,Education increases yield
307,Western,Gulu,University,5.657873456703826,40,Female,502891,Well,Coffee,2023,Thesis,KII,0.024399982114461385,Education increases yield
308,Eastern,Gulu,Secondary,3.9496812882670063,63,Female,1706519,River,Coffee,2022,Thesis,FGD,0.020829943350945977,Education increases yield
309,Western,Arua,Secondary,4.702799230966404,45,Male,1938218,Tap,Beans,2023,Thesis,KII,0.046666981758311694,Education increases yield
310,Eastern,Gulu,University,6.43948578327611,46,Female,1044192,River,Maize,2023,Thesis,KII,0.0030176876491877745,Education increases yield
311,Western,Arua,Primary,4.968052182229827,32,Male,1772598,Well,Beans,2024,Thesis,Survey,0.034495812552814684,Education increases yield
312,Northern,Arua,University,4.907815751176333,62,Female,966402,Well,Cassava,2024,Thesis,KII,0.04270030321878533,Education increases yield
313,Western,Lira,Primary,1.9525096430011892,20,Female,1251459,Tap,Cassava,2024,Thesis,KII,0.0480026906478733,Education increases yield
314,Northern,Kampala,Secondary,3.26222016613009,26,Female,1678386,River,Coffee,2023,Thesis,Survey,0.009704175100670499,Education increases yield
315,Northern,Arua,Primary,1.7996511925420466,25,Female,1999967,Tap,Coffee,2024,Thesis,Survey,0.027033935296343504,Education increases yield
316,Western,Mbarara,Secondary,3.5570017765191215,64,Male,409175,Tap,Coffee,2023,Thesis,KII,0.003135889288543384,Education increases yield
317,Northern,Kampala,Primary,1.1735793131410068,50,Female,1842739,River,Coffee,2024,Thesis,FGD,0.02545999269829934,Education increases yield
318,Central,Kampala,University,7.552702148572627,51,Female,1132930,Tap,Cassava,2023,Thesis,FGD,0.007147446387508114,Education increases yield
319,Northern,Kampala,University,6.2529047026128985,26,Male,347558,Borehole,Cassava,2022,Thesis,Survey,0.042056937060236964,Education increases yield
320,Eastern,Lira,University,6.963573335588655,34,Male,276085,Tap,Maize,2022,Thesis,KII,0.006579630127662877,Education increases yield
321,Western,Arua,Primary,2.065174238089755,58,Male,990425,Well,Coffee,2023,Thesis,FGD,0.02615112965893827,Education increases yield
322,Central,Lira,Secondary,3.5091195877137906,18,Female,605435,River,Beans,2023,Thesis,Survey,0.026533707380644936,Education increases yield
323,Western,Arua,Secondary,5.872279236086849,57,Male,1514428,Well,Maize,2022,Thesis,Survey,0.04861087439864867,Education increases yield
324,Eastern,Lira,Primary,3.422932182209408,22,Male,228788,Borehole,Maize,2023,Thesis,Survey,0.03309405400790552,Education increases yield
325,Eastern,Lira,Primary,0.6317996000448551,47,Male,201495,Borehole,Cassava,2023,Thesis,KII,0.015104174360763296,Education increases yield
326,Eastern,Mbarara,Secondary,2.2258625516641133,28,Male,950330,Tap,Coffee,2022,Thesis,Survey,0.012799166186968785,Education increases yield
327,Northern,Lira,Secondary,5.242608835636487,45,Female,1677952,Well,Maize,2023,Thesis,FGD,0.00728416207660818,Education increases yield
328,Northern,Gulu,Secondary,3.6801466084512464,55,Female,834290,Tap,Coffee,2024,Thesis,KII,0.03806922147840392,Education increases yield
329,Western,Mbarara,Secondary,2.5509176660657777,34,Female,1387185,Tap,Cassava,2022,Thesis,FGD,0.03484707615293459,Education increases yield
330,Western,Lira,None,2.245735132540341,40,Male,366625,Well,Maize,2024,Thesis,FGD,0.030883979238097194,Education increases yield
331,Central,Kampala,None,1.3691240500990902,35,Male,877563,Borehole,Maize,2023,Thesis,FGD,0.0030011817045494287,Education increases yield
332,Central,Gulu,None,1.4515710848323196,54,Male,1111546,Borehole,Beans,2023,Thesis,KII,0.038378614453320435,Education increases yield
333,Western,Gulu,University,7.609539272005907,44,Female,1629067,Borehole,Cassava,2024,Thesis,FGD,0.03245249128027548,Education increases yield
334,Northern,Gulu,None,0.2,42,Male,1057556,River,Beans,2023,Thesis,Survey,0.048230554537413935,Education increases yield
335,Eastern,Mbarara,Primary,0.8684991786158354,22,Male,949204,River,Cassava,2023,Thesis,Survey,0.029772904363963792,Education increases yield
336,Western,Lira,Primary,4.0809542949032025,36,Female,565250,Tap,Beans,2024,Thesis,FGD,0.015893643426423697,Education increases yield
337,Central,Lira,University,5.362833239257707,44,Female,237659,River,Cassava,2023,Thesis,Survey,0.019694507057276694,Education increases yield
338,Northern,Kampala,University,5.577762202924436,30,Female,1097496,River,Cassava,2022,Thesis,KII,0.009616194563533392,Education increases yield
339,Western,Kampala,Secondary,3.177564620454234,24,Female,526187,Well,Maize,2024,Thesis,KII,0.036422794927867874,Education increases yield
340,Western,Gulu,Secondary,6.279945923690523,43,Female,678653,Tap,Beans,2024,Thesis,Survey,0.03567836134106454,Education increases yield
341,Northern,Kampala,Secondary,4.693383300411523,31,Male,1515497,Tap,Beans,2024,Thesis,Survey,0.010831850758406137,Education increases yield
342,Western,Mbarara,None,2.16540797443538,44,Male,925085,Well,Beans,2024,Thesis,KII,0.008765976835931652,Education increases yield
343,Northern,Lira,University,6.996167545578729,25,Male,901151,Borehole,Maize,2022,Thesis,FGD,0.004773241726907535,Education increases yield
344,Eastern,Gulu,Secondary,3.5981127887987667,48,Female,1861717,Well,Coffee,2024,Thesis,KII,0.04568681144040617,Education increases yield
345,Northern,Kampala,Secondary,4.8312912832601675,52,Female,451897,Borehole,Cassava,2024,Thesis,FGD,0.012420421851047705,Education increases yield
346,Northern,Mbarara,Secondary,2.6433840292031965,44,Female,1508709,Tap,Beans,2023,Thesis,Survey,0.017864012810838395,Education increases yield
347,Northern,Mbarara,Secondary,3.1047165479035055,21,Female,1935437,Tap,Cassava,2024,Thesis,Survey,0.014744720910497042,Education increases yield
348,Western,Kampala,Secondary,4.932975179261481,59,Male,325409,River,Maize,2023,Thesis,FGD,0.02126760552792876,Education increases yield
349,Western,Lira,University,5.44274476917322,21,Male,265258,River,Cassava,2024,Thesis,FGD,0.03598839116974169,Education increases yield
350,Northern,Kampala,University,6.610918530838126,35,Male,1107374,Well,Maize,2024,Thesis,KII,0.043659186052587944,Education increases yield
351,Western,Gulu,Secondary,4.056487655644588,40,Male,677049,River,Coffee,2022,Thesis,FGD,0.009947338726898469,Education increases yield
352,Central,Kampala,Secondary,3.6713379966628383,49,Male,1849049,Tap,Beans,2023,Thesis,Survey,0.03463420484331709,Education increases yield
353,Central,Mbarara,None,0.2,29,Male,1272295,Tap,Maize,2022,Thesis,Survey,0.018275544969881773,Education increases yield
354,Western,Kampala,Secondary,3.5710711088113074,37,Male,1622901,Borehole,Cassava,2023,Thesis,Survey,0.04904583124656735,Education increases yield
355,Western,Lira,None,0.3750316230675145,64,Male,1902284,River,Maize,2024,Thesis,FGD,0.015647038804919768,Education increases yield
356,Northern,Arua,Secondary,4.361439863287699,62,Female,790974,Borehole,Maize,2022,Thesis,FGD,0.001352454844385138,Education increases yield
357,Eastern,Kampala,University,6.910490538699468,29,Male,1459485,Tap,Coffee,2023,Thesis,Survey,0.026266358726972416,Education increases yield
358,Western,Lira,Secondary,4.5779614599368745,25,Male,359506,River,Beans,2023,Thesis,FGD,0.00838582312952095,Education increases yield
359,Central,Lira,Secondary,3.5240137270256024,39,Female,957801,Borehole,Maize,2022,Thesis,KII,0.003180226914101556,Education increases yield
360,Northern,Mbarara,Primary,3.022777950465892,44,Female,744808,Tap,Maize,2023,Thesis,KII,0.03521519236543772,Education increases yield
361,Western,Lira,Primary,0.9439932672263169,58,Male,1567601,Borehole,Cassava,2024,Thesis,FGD,0.03688070484291437,Education increases yield
362,Central,Lira,Secondary,2.3780952673476463,58,Male,1119014,River,Maize,2023,Thesis,FGD,0.023574251642708627,Education increases yield
363,Central,Lira,Primary,0.2,34,Female,490690,Borehole,Maize,2024,Thesis,Survey,0.034167390321072286,Education increases yield
364,Eastern,Lira,Primary,2.0007027604280028,49,Female,476126,Borehole,Beans,2023,Thesis,FGD,0.02737373296410956,Education increases yield
365,Northern,Gulu,Secondary,3.4467017756614426,50,Female,1842315,Tap,Beans,2022,Thesis,Survey,0.031860254278374654,Education increases yield
366,Northern,Gulu,Secondary,4.9893156118546,48,Male,1205749,River,Cassava,2024,Thesis,KII,0.0302384946862101,Education increases yield
367,Eastern,Mbarara,Secondary,3.5513374129511304,23,Female,1792500,Well,Maize,2023,Thesis,FGD,0.033625315438724025,Education increases yield
368,Eastern,Kampala,None,1.4733763479442672,56,Male,429292,Well,Maize,2024,Thesis,KII,0.010781901784985393,Education increases yield
369,Northern,Lira,Secondary,5.013296576583077,26,Female,457701,Borehole,Maize,2022,Thesis,FGD,0.014166624381798311,Education increases yield
370,Northern,Kampala,Secondary,3.5136809243508846,59,Male,913447,Tap,Coffee,2023,Thesis,FGD,0.02255819432587691,Education increases yield
371,Western,Kampala,Secondary,4.498052210107176,49,Female,1390605,River,Coffee,2023,Thesis,Survey,0.022860272461540137,Education increases yield
372,Western,Mbarara,Secondary,5.201927548955195,53,Male,1547426,Tap,Cassava,2024,Thesis,Survey,0.03894617386775831,Education increases yield
373,Eastern,Lira,Primary,1.2618372251944328,33,Female,841487,River,Coffee,2022,Thesis,FGD,0.019002289302247073,Education increases yield
374,Western,Lira,Secondary,4.224852338244644,29,Female,1610097,Tap,Cassava,2022,Thesis,FGD,0.008962752646899937,Education increases yield
375,Central,Arua,Secondary,3.517965616800686,58,Male,787159,Well,Maize,2023,Thesis,Survey,0.013321832554062718,Education increases yield
376,Western,Kampala,University,5.625510117506861,20,Male,330448,Well,Coffee,2024,Thesis,KII,0.01152194161682719,Education increases yield
377,Western,Kampala,Secondary,2.6635482595097715,44,Male,1243601,Well,Beans,2023,Thesis,FGD,0.03685134094354508,Education increases yield
378,Central,Gulu,Secondary,3.0093514278213,44,Female,1834601,Tap,Coffee,2023,Thesis,Survey,0.024046641116673123,Education increases yield
379,Eastern,Arua,Secondary,4.2600290057520125,26,Female,1480144,Tap,Maize,2024,Thesis,FGD,0.03572290420057819,Education increases yield
380,Central,Gulu,Secondary,2.5891555444382535,34,Female,1813839,Borehole,Beans,2022,Thesis,Survey,0.021394764357123723,Education increases yield
381,Western,Gulu,University,6.249272975911363,63,Female,1354263,Well,Cassava,2023,Thesis,KII,0.04459704452269136,Education increases yield
382,Eastern,Gulu,Secondary,5.0131944068528975,22,Female,1145633,Borehole,Maize,2023,Thesis,FGD,0.049192495078414,Education increases yield
383,Western,Mbarara,Secondary,4.649010963418936,43,Male,762227,Tap,Beans,2024,Thesis,FGD,0.03382228292642797,Education increases yield
384,Central,Mbarara,Secondary,3.669492377061843,38,Male,732586,River,Coffee,2024,Thesis,KII,0.043326815304574724,Education increases yield
385,Central,Gulu,Secondary,5.889690413358724,18,Female,1891866,Well,Cassava,2023,Thesis,FGD,0.025888730091431073,Education increases yield
386,Western,Arua,Secondary,6.093036413911661,18,Female,919782,Well,Coffee,2022,Thesis,FGD,0.04679642117734149,Education increases yield
387,Northern,Kampala,University,6.8261224315397255,52,Male,1255056,Well,Beans,2024,Thesis,FGD,0.04174773779796857,Education increases yield
388,Northern,Arua,Secondary,1.731457084115692,26,Female,966322,Well,Beans,2023,Thesis,Survey,0.04959715001653592,Education increases yield
389,Central,Lira,Secondary,5.08644819701626,40,Male,1177893,Well,Maize,2022,Thesis,Survey,0.03153159303106125,Education increases yield
390,Central,Mbarara,University,4.506023659966415,55,Male,1252925,Tap,Cassava,2024,Thesis,FGD,0.039181130273143204,Education increases yield
391,Northern,Kampala,None,2.676146110720066,58,Male,1315540,Well,Cassava,2024,Thesis,KII,0.027600538858932464,Education increases yield
392,Northern,Kampala,Primary,3.5835849007422986,21,Male,763779,Well,Beans,2023,Thesis,KII,0.013696885109299721,Education increases yield
393,Western,Lira,Primary,4.274212504138021,36,Male,1635608,Borehole,Maize,2024,Thesis,FGD,0.01838300338535813,Education increases yield
394,Western,Lira,University,7.0602655583677265,54,Female,1950714,River,Beans,2023,Thesis,Survey,0.044806265321834494,Education increases yield
395,Northern,Gulu,None,0.838614232818162,22,Male,1075131,Well,Beans,2024,Thesis,Survey,0.003741449383332408,Education increases yield
396,Western,Mbarara,None,0.7498988663097761,45,Female,883037,Borehole,Cassava,2022,Thesis,FGD,0.029982514417646003,Education increases yield
397,Western,Mbarara,None,0.6537398289691029,63,Male,1869304,Tap,Coffee,2022,Thesis,Survey,0.019251717592701327,Education increases yield
398,Eastern,Arua,None,2.1810686536747026,59,Female,459360,Borehole,Coffee,2024,Thesis,Survey,0.01994793436227223,Education increases yield
399,Western,Gulu,None,1.912271489505878,40,Male,1853209,Well,Cassava,2023,Thesis,KII,0.0443439891142746,Education increases yield
400,Central,Gulu,Secondary,4.320225633434213,55,Female,344344,Borehole,Maize,2024,Thesis,FGD,0.042837296352765106,Education increases yield
401,Western,Gulu,Secondary,3.477818692073028,40,Female,1391476,Borehole,Cassava,2023,Thesis,Survey,0.030343276403050966,Education increases yield
402,Western,Gulu,Primary,5.129212631300273,63,Male,1293007,Tap,Maize,2024,Thesis,Survey,0.014373023522812362,Education increases yield
403,Northern,Mbarara,Primary,3.4123746139628697,35,Male,1649648,Borehole,Cassava,2022,Thesis,Survey,0.024297360961939178,Education increases yield
404,Central,Mbarara,None,0.2,46,Male,1784087,Tap,Maize,2023,Thesis,FGD,0.021006376295671588,Education increases yield
405,Western,Gulu,Primary,1.983743984062873,45,Female,1239492,Tap,Beans,2022,Thesis,FGD,0.01832728343092227,Education increases yield
406,Western,Arua,Secondary,5.131776097408705,26,Male,1025845,Borehole,Beans,2022,Thesis,Survey,0.006036493349307525,Education increases yield
407,Eastern,Kampala,Secondary,3.400461078767316,56,Male,256822,Well,Maize,2022,Thesis,KII,0.0276125804490507,Education increases yield
408,Western,Kampala,None,1.5515479588258887,27,Female,759977,River,Cassava,2024,Thesis,KII,0.015789733595849696,Education increases yield
409,Western,Arua,Secondary,5.1507963003361485,19,Male,666918,Borehole,Beans,2023,Thesis,FGD,0.0333795892034489,Education increases yield
410,Eastern,Gulu,Primary,0.2,30,Male,1173900,Borehole,Cassava,2022,Thesis,KII,0.01664099285545101,Education increases yield
411,Northern,Mbarara,University,6.69196230021075,55,Female,999069,Borehole,Coffee,2023,Thesis,Survey,0.022127011163605288,Education increases yield
412,Western,Kampala,Secondary,4.131209153565122,44,Male,1770875,River,Beans,2023,Thesis,FGD,0.003565658335525969,Education increases yield
413,Eastern,Lira,Secondary,3.7879275443162106,58,Female,901894,River,Cassava,2022,Thesis,FGD,0.04963436542536841,Education increases yield
414,Central,Lira,Primary,2.801695134946041,37,Male,669456,Tap,Cassava,2024,Thesis,KII,0.02587290878048362,Education increases yield
415,Northern,Arua,University,7.4575196074958745,57,Female,1060470,River,Coffee,2022,Thesis,FGD,0.002187642114044468,Education increases yield
