ID,Project_Code,Region,District,Education,Sector,Indicator,Indicator_Type,Crop,Water_Source,Irrigation,Baseline,Target,Achieved,Yield,Variance,Achievement_Status,Reporting_Period,Month,Year,Beneficiaries_Target,Beneficiaries_Reached,Budget_UGX,Expenditure_UGX,Donor,Implementing_Partner,Income_UGX
581,UG-2024-1241,Eastern,Mbarara,None,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,45.5,75.9,55.9,73.6,-20.1,At Risk,Q1 2024,Jan,2024,13525,18373,65571416,51409343,USAID,IRC,1610321
582,UG-2024-1242,Eastern,Mbarara,Primary,Education,% Children Immunized,Outcome,Education,Borehole,No,44.3,73.8,67.0,90.8,-6.8,On Track,Q1 2024,Jan,2024,17689,16333,165276428,50282631,USAID,IRC,1081487
583,UG-2024-1243,Central,Mbarara,Secondary,Education,% HH with Latrine,Outcome,Education,Borehole,No,48.2,80.4,78.9,98.2,-1.5,On Track,Q1 2024,Jan,2024,7839,5104,122145546,143611589,USAID,World Vision,608084
584,UG-2024-1244,Eastern,Gulu,None,Education,% HH with Latrine,Output,Education,Borehole,No,40.2,67.1,46.6,69.5,-20.5,At Risk,Q2 2024,Jan,2024,7373,2951,191073103,152491027,EU,DRC,1877500
585,UG-2024-1245,Northern,Gulu,None,Education,% Children Immunized,Outcome,Education,Borehole,No,37.5,62.5,37.8,60.5,-24.7,At Risk,Q2 2024,Jan,2024,6956,11904,55327695,96700011,EU,World Vision,658846
586,UG-2024-1246,Eastern,Mbarara,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,36.6,61.1,74.0,121.1,12.9,Achieved,Q2 2024,Jan,2024,15277,762,99121534,79466509,UNHCR,DRC,414032
587,UG-2024-1247,Eastern,Kampala,Secondary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,36.9,61.4,49.1,80.0,-12.3,On Track,Q1 2024,Jan,2024,7708,14461,178082391,155937902,EU,DRC,1355512
588,UG-2024-1248,Central,Gulu,Secondary,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,47.7,79.5,53.9,67.8,-25.6,At Risk,Q1 2024,Jan,2024,15842,18221,28800948,121106475,EU,DRC,521037
589,UG-2024-1249,Central,Kampala,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,52.5,87.5,56.4,64.5,-31.0,At Risk,Q1 2024,Jan,2024,11918,17893,154646543,37641206,USAID,World Vision,132550
590,UG-2024-1250,Central,Mbarara,None,Education,% Children Immunized,Outcome,Education,Borehole,No,41.9,69.9,58.2,83.3,-11.7,On Track,Q2 2024,Jan,2024,3984,16028,178346490,29296267,UNHCR,World Vision,171425
591,UG-2024-1251,Eastern,Gulu,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,36.1,60.1,48.5,80.6,-11.6,On Track,Q1 2024,Jan,2024,6459,21460,16164194,93601894,USAID,World Vision,1891922
592,UG-2024-1252,Northern,Mbarara,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,46.3,77.2,53.0,68.6,-24.2,At Risk,Q1 2024,Jan,2024,5852,5584,24193827,142133850,USAID,World Vision,1177710
593,UG-2024-1253,Central,Gulu,None,Education,% HH with Latrine,Output,Education,Borehole,No,43.7,72.9,51.1,70.1,-21.8,At Risk,Q2 2024,Jan,2024,10352,1666,107430666,43523234,USAID,DRC,1184197
594,UG-2024-1254,Central,Gulu,None,WASH,% Children Immunized,Output,WASH,Borehole,No,52.5,87.5,97.6,111.6,10.1,Achieved,Q1 2024,Jan,2024,18551,957,110565071,16205332,USAID,World Vision,425337
595,UG-2024-1255,Central,Gulu,None,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,30.0,50.0,38.1,76.2,-11.9,At Risk,Q2 2024,Jan,2024,19672,14428,62951693,108872499,EU,IRC,825243
596,UG-2024-1256,Northern,Mbarara,Secondary,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,49.0,81.6,50.3,61.6,-31.3,At Risk,Q1 2024,Jan,2024,19630,5586,15396623,84083993,EU,DRC,846341
597,UG-2024-1257,Western,Kampala,Primary,Health,% HH with Latrine,Output,Health,Borehole,No,37.7,62.8,65.4,104.1,2.6,Achieved,Q2 2024,Jan,2024,4837,7396,31734481,40126179,USAID,World Vision,1634969
598,UG-2024-1258,Northern,Kampala,None,WASH,% Children Immunized,Outcome,WASH,Borehole,No,40.3,67.1,82.8,123.3,15.7,Achieved,Q2 2024,Jan,2024,11287,15206,107914594,107373979,USAID,World Vision,1560885
599,UG-2024-1259,Eastern,Kampala,None,WASH,% Children Immunized,Output,WASH,Borehole,No,53.9,89.8,68.0,75.7,-21.8,At Risk,Q2 2024,Jan,2024,8533,20899,190409279,158526995,EU,DRC,217867
600,UG-2024-1260,Central,Kampala,Primary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,31.0,51.6,51.1,99.0,-0.5,On Track,Q1 2024,Jan,2024,14452,12010,194776201,70129211,EU,IRC,1562223
601,UG-2024-1261,Western,Kampala,Secondary,WASH,% HH with Latrine,Output,WASH,Borehole,No,49.5,82.5,50.8,61.6,-31.7,At Risk,Q2 2024,Jan,2024,14261,19808,76386053,172279041,USAID,IRC,602681
602,UG-2024-1262,Western,Kampala,None,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,31.8,53.1,63.7,120.0,10.6,Achieved,Q2 2024,Jan,2024,756,14633,38126751,31292882,EU,World Vision,300365
603,UG-2024-1263,Northern,Gulu,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,39.7,66.2,44.7,67.5,-21.5,At Risk,Q2 2024,Jan,2024,19760,2675,188190819,86788657,USAID,DRC,757116
604,UG-2024-1264,Eastern,Kampala,Secondary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,47.6,79.3,69.3,87.3,-10.1,On Track,Q2 2024,Jan,2024,9045,9590,108693522,72638455,EU,DRC,1563055
605,UG-2024-1265,Northern,Gulu,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,39.2,65.4,63.1,96.6,-2.2,On Track,Q2 2024,Jan,2024,16597,2984,191957639,65384194,EU,DRC,1693499
606,UG-2024-1266,Western,Kampala,Secondary,Education,% HH with Improved Water,Output,Education,Borehole,No,52.3,87.2,105.9,121.5,18.7,Achieved,Q2 2024,Jan,2024,14975,9917,186730238,84211685,EU,World Vision,970935
607,UG-2024-1267,Western,Mbarara,Primary,Health,% HH with Latrine,Output,Health,Borehole,No,53.0,88.3,82.3,93.3,-5.9,On Track,Q2 2024,Jan,2024,7816,11753,170141096,25673621,USAID,World Vision,567434
608,UG-2024-1268,Eastern,Mbarara,Primary,Protection,% HH with Latrine,Output,Protection,Borehole,No,53.3,88.9,86.2,96.9,-2.7,On Track,Q1 2024,Jan,2024,5429,1818,6367257,82082537,EU,DRC,902826
609,UG-2024-1269,Central,Gulu,Secondary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,42.1,70.2,60.3,85.9,-9.9,On Track,Q2 2024,Jan,2024,6926,13749,93375979,19036492,USAID,World Vision,314727
610,UG-2024-1270,Western,Gulu,Secondary,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,42.9,71.5,59.5,83.3,-12.0,On Track,Q2 2024,Jan,2024,9342,19808,14634741,163019747,EU,IRC,1249435
611,UG-2024-1271,Northern,Mbarara,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,30.5,50.8,63.4,124.9,12.6,Achieved,Q1 2024,Jan,2024,8304,9855,158209840,113539624,UNHCR,DRC,410707
612,UG-2024-1272,Eastern,Gulu,Primary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,47.7,79.5,97.4,122.5,17.9,Achieved,Q2 2024,Jan,2024,8105,5907,8457992,71416969,EU,IRC,772494
613,UG-2024-1273,Northern,Mbarara,None,Education,% HH with Improved Water,Output,Education,Borehole,No,30.6,51.0,46.2,90.7,-4.7,On Track,Q2 2024,Jan,2024,7652,19858,57919317,41135333,EU,DRC,1894518
614,UG-2024-1274,Northern,Mbarara,Secondary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,30.9,51.6,39.1,75.9,-12.4,At Risk,Q1 2024,Jan,2024,10222,16289,49979460,154197043,UNHCR,IRC,1932664
615,UG-2024-1275,Central,Kampala,None,Education,% Children Immunized,Outcome,Education,Borehole,No,35.0,58.3,62.4,107.1,4.2,Achieved,Q2 2024,Jan,2024,10952,1926,145961085,176151622,UNHCR,IRC,1890452
616,UG-2024-1276,Western,Mbarara,None,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,55.5,92.4,60.6,65.6,-31.8,At Risk,Q2 2024,Jan,2024,3890,13998,147646896,24635631,EU,World Vision,1815097
617,UG-2024-1277,Central,Kampala,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,46.1,76.9,61.5,80.0,-15.4,On Track,Q1 2024,Jan,2024,15953,9815,165592268,65545620,EU,World Vision,581656
618,UG-2024-1278,Western,Kampala,Primary,Education,% Children Immunized,Outcome,Education,Borehole,No,55.7,92.8,64.7,69.7,-28.1,At Risk,Q1 2024,Jan,2024,19492,4255,81332030,112438115,EU,IRC,1704052
619,UG-2024-1279,Northern,Gulu,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,43.3,72.2,55.1,76.4,-17.0,At Risk,Q1 2024,Jan,2024,18578,12117,101130547,24655524,UNHCR,DRC,1486175
620,UG-2024-1280,Northern,Mbarara,Primary,Health,% HH with Improved Water,Outcome,Health,Borehole,No,52.2,87.0,66.3,76.2,-20.7,At Risk,Q2 2024,Jan,2024,5971,15330,113856918,29124949,UNHCR,World Vision,417841
621,UG-2024-1281,Eastern,Gulu,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,45.7,76.1,71.7,94.2,-4.4,On Track,Q1 2024,Jan,2024,14959,15548,111569798,29770196,EU,IRC,739359
622,UG-2024-1282,Central,Gulu,Secondary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,57.0,95.0,86.4,91.0,-8.6,On Track,Q2 2024,Jan,2024,13473,6379,122196386,68324462,USAID,IRC,1557651
623,UG-2024-1283,Central,Gulu,None,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,50.8,84.6,69.6,82.3,-15.0,On Track,Q1 2024,Jan,2024,9673,13449,59591793,96010086,UNHCR,World Vision,1091310
624,UG-2024-1284,Northern,Mbarara,None,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,51.9,86.4,66.3,76.7,-20.2,At Risk,Q2 2024,Jan,2024,2142,16009,140038346,57242718,EU,DRC,123114
625,UG-2024-1285,Northern,Kampala,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,55.0,91.6,90.6,98.8,-1.1,On Track,Q2 2024,Jan,2024,16502,695,102668378,4356647,EU,World Vision,355098
626,UG-2024-1286,Western,Kampala,Secondary,Livelihood,% HH with Improved Water,Outcome,Livelihood,Borehole,No,55.1,91.9,70.3,76.5,-21.6,At Risk,Q1 2024,Jan,2024,12445,12839,122478348,39524343,UNHCR,World Vision,1148105
627,UG-2024-1287,Western,Mbarara,Primary,WASH,% Children Immunized,Outcome,WASH,Borehole,No,37.8,62.9,75.6,120.0,12.6,Achieved,Q2 2024,Jan,2024,8238,9058,176433718,165626504,UNHCR,IRC,605361
628,UG-2024-1288,Northern,Gulu,Primary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,38.0,63.3,35.6,56.3,-27.7,At Risk,Q1 2024,Jan,2024,1394,1207,95747431,96940322,EU,DRC,1545864
629,UG-2024-1289,Eastern,Kampala,Primary,WASH,% Children Immunized,Outcome,WASH,Borehole,No,51.3,85.5,86.7,101.4,1.2,Achieved,Q1 2024,Jan,2024,17782,16392,122262737,34500602,USAID,IRC,1001337
630,UG-2024-1290,Western,Kampala,None,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,40.8,68.0,46.8,68.7,-21.3,At Risk,Q2 2024,Jan,2024,7094,17151,119535496,30896142,USAID,IRC,187321
631,UG-2024-1291,Central,Kampala,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,36.9,61.4,48.8,79.5,-12.6,At Risk,Q2 2024,Jan,2024,14863,8861,95997512,27641938,USAID,World Vision,1053675
632,UG-2024-1292,Western,Gulu,Primary,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,54.6,91.0,51.1,56.2,-39.8,At Risk,Q2 2024,Jan,2024,15258,380,175819411,68162783,USAID,World Vision,519369
633,UG-2024-1293,Western,Kampala,Secondary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,40.8,68.0,42.1,62.0,-25.8,At Risk,Q1 2024,Jan,2024,12299,17255,75477722,8970278,EU,IRC,1748481
634,UG-2024-1294,Eastern,Gulu,Primary,Health,% Children Immunized,Output,Health,Borehole,No,49.0,81.6,97.9,119.9,16.3,Achieved,Q1 2024,Jan,2024,14892,3679,27780670,160064610,USAID,World Vision,1530885
635,UG-2024-1295,Western,Mbarara,Secondary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,49.9,83.1,61.4,73.9,-21.7,At Risk,Q2 2024,Jan,2024,679,5751,79459632,27596722,USAID,IRC,968221
636,UG-2024-1296,Northern,Gulu,Primary,Education,% HH with Latrine,Output,Education,Borehole,No,35.5,59.2,69.5,117.5,10.3,Achieved,Q2 2024,Jan,2024,14924,5344,71727579,141813410,EU,World Vision,1503874
637,UG-2024-1297,Eastern,Kampala,Secondary,Education,% HH with Improved Water,Outcome,Education,Borehole,No,49.9,83.2,81.9,98.5,-1.3,On Track,Q1 2024,Jan,2024,6440,1839,113980967,163305640,USAID,IRC,264248
638,UG-2024-1298,Western,Gulu,None,Health,% Children Immunized,Outcome,Health,Borehole,No,36.9,61.6,52.3,84.9,-9.3,On Track,Q2 2024,Jan,2024,6502,19393,151600465,117471547,USAID,World Vision,1896695
639,UG-2024-1299,Central,Gulu,Primary,Education,% Children Immunized,Output,Education,Borehole,No,56.8,94.7,91.7,96.8,-3.1,On Track,Q2 2024,Jan,2024,4804,21506,135145435,61096274,EU,DRC,1600861
640,UG-2024-1300,Northern,Mbarara,None,Health,% HH with Improved Water,Output,Health,Borehole,No,35.0,58.3,68.7,117.9,10.4,Achieved,Q1 2024,Jan,2024,906,2362,52004237,53339071,UNHCR,IRC,1827732
641,UG-2024-1301,Western,Gulu,None,Education,% HH with Improved Water,Output,Education,Borehole,No,51.2,85.3,70.9,83.2,-14.4,On Track,Q1 2024,Jan,2024,15754,11133,163506608,83544448,UNHCR,DRC,1213875
642,UG-2024-1302,Western,Kampala,None,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,38.7,64.5,45.6,70.8,-18.8,At Risk,Q2 2024,Jan,2024,10500,15220,178487742,71334029,UNHCR,DRC,538753
643,UG-2024-1303,Northern,Kampala,Primary,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,48.2,80.4,49.9,62.1,-30.5,At Risk,Q1 2024,Jan,2024,13405,6987,6262694,167459081,EU,World Vision,1467297
644,UG-2024-1304,Western,Kampala,Secondary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,54.7,91.1,80.7,88.5,-10.4,On Track,Q1 2024,Jan,2024,9586,17509,168413487,62320210,USAID,World Vision,1906721
645,UG-2024-1305,Northern,Kampala,Secondary,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,41.2,68.7,65.6,95.6,-3.0,On Track,Q1 2024,Jan,2024,12686,13823,29267064,169730764,UNHCR,World Vision,1901376
646,UG-2024-1306,Eastern,Mbarara,None,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,53.5,89.1,66.4,74.5,-22.7,At Risk,Q2 2024,Jan,2024,14888,18796,19446764,55257314,UNHCR,DRC,546207
647,UG-2024-1307,Eastern,Mbarara,Secondary,Education,% HH with Improved Water,Output,Education,Borehole,No,52.3,87.2,76.1,87.2,-11.2,On Track,Q1 2024,Jan,2024,18568,15928,34709633,47710304,EU,World Vision,802972
648,UG-2024-1308,Western,Kampala,None,WASH,% HH with Improved Water,Output,WASH,Borehole,No,49.0,81.7,51.3,62.8,-30.4,At Risk,Q2 2024,Jan,2024,13568,19454,115215568,156916065,USAID,IRC,516743
649,UG-2024-1309,Central,Mbarara,None,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,32.3,53.8,51.4,95.6,-2.4,On Track,Q2 2024,Jan,2024,14460,3215,28881167,22859877,EU,IRC,131285
650,UG-2024-1310,Western,Mbarara,Secondary,Education,% HH with Latrine,Output,Education,Borehole,No,32.0,53.3,43.6,81.9,-9.7,On Track,Q1 2024,Jan,2024,6022,12686,190791010,169199126,EU,IRC,668179
651,UG-2024-1311,Western,Gulu,Primary,WASH,% Children Immunized,Output,WASH,Borehole,No,31.6,52.7,52.3,99.4,-0.3,On Track,Q1 2024,Jan,2024,14150,16321,122130943,164391842,EU,DRC,1326621
652,UG-2024-1312,Northern,Kampala,Secondary,Health,% HH with Latrine,Outcome,Health,Borehole,No,46.0,76.7,69.8,91.1,-6.8,On Track,Q2 2024,Jan,2024,812,12746,23725941,129353178,UNHCR,World Vision,420087
653,UG-2024-1313,Eastern,Mbarara,Primary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,34.0,56.6,42.4,74.9,-14.2,At Risk,Q2 2024,Jan,2024,18103,18277,73404112,93557499,EU,IRC,396084
654,UG-2024-1314,Western,Mbarara,Secondary,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,31.4,52.3,46.3,88.5,-6.0,On Track,Q2 2024,Jan,2024,5472,14165,53339430,143338584,USAID,IRC,1830778
655,UG-2024-1315,Western,Gulu,None,Education,% Children Immunized,Output,Education,Borehole,No,56.6,94.3,81.5,86.4,-12.8,On Track,Q1 2024,Jan,2024,2629,12404,69879129,164069352,UNHCR,IRC,1906425
656,UG-2024-1316,Western,Mbarara,Secondary,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,43.8,73.0,49.7,68.1,-23.3,At Risk,Q1 2024,Jan,2024,16114,16681,7536765,8447530,UNHCR,IRC,1658010
657,UG-2024-1317,Northern,Kampala,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,41.8,69.7,69.8,100.2,0.1,Achieved,Q1 2024,Jan,2024,5653,910,34260765,157611760,EU,World Vision,1708180
658,UG-2024-1318,Eastern,Kampala,Secondary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,56.4,94.1,58.9,62.7,-35.1,At Risk,Q1 2024,Jan,2024,16797,16086,197460172,153442061,USAID,DRC,964829
659,UG-2024-1319,Central,Gulu,Primary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,34.7,57.9,43.1,74.5,-14.7,At Risk,Q1 2024,Jan,2024,11113,4539,185932674,36527889,USAID,DRC,175660
660,UG-2024-1320,Western,Kampala,None,Protection,% Children Immunized,Outcome,Protection,Borehole,No,47.4,79.0,76.4,96.8,-2.5,On Track,Q2 2024,Jan,2024,19663,21141,55179664,20124781,EU,IRC,1722752
661,UG-2024-1321,Central,Mbarara,Secondary,Education,% HH with Latrine,Output,Education,Borehole,No,36.1,60.2,41.8,69.4,-18.4,At Risk,Q2 2024,Jan,2024,5972,1793,54889759,152388466,USAID,World Vision,1623981
662,UG-2024-1322,Central,Mbarara,Secondary,Education,% HH with Latrine,Output,Education,Borehole,No,56.4,93.9,76.6,81.5,-17.4,On Track,Q2 2024,Jan,2024,12242,17924,170003660,178530131,USAID,World Vision,907934
663,UG-2024-1323,Northern,Mbarara,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,53.9,89.9,60.9,67.8,-29.0,At Risk,Q2 2024,Jan,2024,12444,6063,133531093,115537563,EU,DRC,330936
664,UG-2024-1324,Western,Gulu,Secondary,WASH,% HH with Latrine,Output,WASH,Borehole,No,39.2,65.4,68.5,104.7,3.1,Achieved,Q1 2024,Jan,2024,5670,19346,13786867,47527066,USAID,IRC,1463133
665,UG-2024-1325,Eastern,Kampala,Primary,Livelihood,% HH with Improved Water,Outcome,Livelihood,Borehole,No,56.5,94.2,113.8,120.8,19.6,Achieved,Q2 2024,Jan,2024,1283,4202,97634022,65311194,EU,IRC,1632627
666,UG-2024-1326,Western,Kampala,None,Education,% HH with Latrine,Outcome,Education,Borehole,No,47.5,79.1,83.1,105.0,3.9,Achieved,Q1 2024,Jan,2024,9207,17475,117371428,118502575,UNHCR,World Vision,1487722
667,UG-2024-1327,Northern,Kampala,None,Protection,% HH with Latrine,Output,Protection,Borehole,No,56.8,94.6,110.1,116.3,15.4,Achieved,Q2 2024,Jan,2024,1835,15146,116371956,114916571,UNHCR,IRC,1724319
668,UG-2024-1328,Central,Gulu,Secondary,Health,% HH with Improved Water,Output,Health,Borehole,No,42.1,70.2,48.7,69.5,-21.4,At Risk,Q1 2024,Jan,2024,18439,2668,78365805,139735510,EU,IRC,1816247
669,UG-2024-1329,Eastern,Gulu,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,34.4,57.4,36.5,63.6,-20.9,At Risk,Q2 2024,Jan,2024,17418,1976,71517865,83222753,USAID,IRC,1442756
670,UG-2024-1330,Western,Gulu,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,42.5,70.8,41.1,58.0,-29.8,At Risk,Q2 2024,Jan,2024,2644,7782,56917995,147008317,USAID,DRC,737201
671,UG-2024-1331,Western,Gulu,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,56.4,94.0,102.5,109.0,8.5,Achieved,Q2 2024,Jan,2024,10876,13902,94377206,124718940,EU,DRC,1630255
672,UG-2024-1332,Eastern,Gulu,Secondary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,41.1,68.6,70.8,103.3,2.2,Achieved,Q1 2024,Jan,2024,8018,1715,32211661,100278759,USAID,World Vision,1330782
673,UG-2024-1333,Western,Kampala,Primary,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,46.3,77.2,69.0,89.4,-8.2,On Track,Q1 2024,Jan,2024,18857,12668,49122798,160852619,USAID,World Vision,1652662
674,UG-2024-1334,Northern,Gulu,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,30.3,50.4,32.1,63.7,-18.3,At Risk,Q2 2024,Jan,2024,9743,16210,42107511,133735851,USAID,DRC,991721
675,UG-2024-1335,Western,Mbarara,None,Protection,% Children Immunized,Output,Protection,Borehole,No,55.4,92.3,59.9,64.9,-32.4,At Risk,Q2 2024,Jan,2024,9909,13283,108789651,150037673,EU,World Vision,1041838
676,UG-2024-1336,Eastern,Kampala,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,54.8,91.4,107.5,117.7,16.2,Achieved,Q1 2024,Jan,2024,5288,16641,145762208,55220476,UNHCR,DRC,1473478
677,UG-2024-1337,Central,Mbarara,Primary,Food Security,% Children Immunized,Output,Food Security,Borehole,No,35.0,58.3,54.0,92.8,-4.2,On Track,Q1 2024,Jan,2024,12272,8711,125531649,76631510,EU,World Vision,1780292
678,UG-2024-1338,Eastern,Mbarara,Primary,Health,% HH with Improved Water,Outcome,Health,Borehole,No,42.6,71.0,47.0,66.2,-24.0,At Risk,Q2 2024,Jan,2024,3996,4960,25285002,152065881,UNHCR,IRC,230031
679,UG-2024-1339,Central,Gulu,Primary,Food Security,% Children Immunized,Output,Food Security,Borehole,No,39.5,65.8,58.0,88.1,-7.8,On Track,Q1 2024,Jan,2024,5830,11659,64765265,16122309,UNHCR,IRC,702428
680,UG-2024-1340,Central,Kampala,Primary,Livelihood,% HH with Improved Water,Outcome,Livelihood,Borehole,No,49.3,82.2,88.3,107.4,6.1,Achieved,Q2 2024,Jan,2024,4510,19090,173293713,45144347,USAID,DRC,156231
681,UG-2024-1341,Western,Mbarara,None,Education,% HH with Latrine,Outcome,Education,Borehole,No,42.3,70.5,53.3,75.5,-17.3,At Risk,Q1 2024,Jan,2024,2605,7727,195526466,86748893,UNHCR,World Vision,1472296
682,UG-2024-1342,Western,Gulu,Primary,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,55.6,92.7,66.8,72.0,-26.0,At Risk,Q1 2024,Jan,2024,18514,7076,92097476,44939340,UNHCR,World Vision,1899812
683,UG-2024-1343,Central,Kampala,Secondary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,43.8,73.0,85.9,117.6,12.9,Achieved,Q1 2024,Jan,2024,6157,11001,82069104,88427435,UNHCR,DRC,391019
684,UG-2024-1344,Northern,Mbarara,Secondary,Education,% Children Immunized,Output,Education,Borehole,No,32.5,54.1,62.1,114.7,8.0,Achieved,Q1 2024,Jan,2024,15179,549,146237625,147300314,EU,DRC,992233
685,UG-2024-1345,Central,Kampala,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,35.8,59.6,38.0,63.6,-21.7,At Risk,Q2 2024,Jan,2024,12014,5640,18481011,119768595,UNHCR,DRC,1953241
686,UG-2024-1346,Western,Mbarara,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,37.9,63.2,46.9,74.3,-16.2,At Risk,Q1 2024,Jan,2024,13256,13753,102416351,74207488,UNHCR,World Vision,554768
687,UG-2024-1347,Central,Gulu,Primary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,45.4,75.7,53.3,70.5,-22.3,At Risk,Q1 2024,Jan,2024,7005,966,140152586,142898345,UNHCR,IRC,767540
688,UG-2024-1348,Western,Gulu,Secondary,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,36.2,60.3,34.7,57.6,-25.6,At Risk,Q1 2024,Jan,2024,1451,13748,93758496,152499043,USAID,DRC,1332572
689,UG-2024-1349,Western,Kampala,Secondary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,54.4,90.7,78.8,86.9,-11.9,On Track,Q1 2024,Jan,2024,10010,5308,86235964,92244038,EU,DRC,1406624
690,UG-2024-1350,Northern,Kampala,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,35.2,58.7,36.4,62.1,-22.2,At Risk,Q2 2024,Jan,2024,17910,1104,190813008,20619153,EU,World Vision,1244517
691,UG-2024-1351,Western,Gulu,Secondary,Education,% Children Immunized,Output,Education,Borehole,No,30.6,51.0,50.6,99.1,-0.4,On Track,Q2 2024,Jan,2024,2054,5034,156468991,108745909,USAID,IRC,153895
692,UG-2024-1352,Western,Gulu,Primary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,43.2,72.0,45.1,62.6,-26.9,At Risk,Q2 2024,Jan,2024,2251,9654,14006193,123298104,USAID,World Vision,1272695
693,UG-2024-1353,Eastern,Kampala,None,Protection,% HH with Latrine,Output,Protection,Borehole,No,31.9,53.1,53.9,101.4,0.8,Achieved,Q1 2024,Jan,2024,19534,4971,110532271,166766451,UNHCR,IRC,687196
694,UG-2024-1354,Northern,Mbarara,Primary,Education,% Children Immunized,Output,Education,Borehole,No,53.4,89.1,97.8,109.7,8.7,Achieved,Q2 2024,Jan,2024,13585,15636,130506783,157063363,USAID,World Vision,989595
695,UG-2024-1355,Northern,Gulu,None,Protection,% Children Immunized,Outcome,Protection,Borehole,No,50.1,83.6,102.5,122.7,18.9,Achieved,Q1 2024,Jan,2024,663,18532,197466668,113402177,EU,World Vision,1753133
696,UG-2024-1356,Northern,Mbarara,Primary,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,51.1,85.2,103.9,122.0,18.8,Achieved,Q1 2024,Jan,2024,1006,8985,179488136,20695573,EU,IRC,1194972
697,UG-2024-1357,Northern,Gulu,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,38.4,64.1,60.8,94.8,-3.3,On Track,Q1 2024,Jan,2024,13559,10715,89095886,84114448,EU,DRC,158121
698,UG-2024-1358,Central,Kampala,Secondary,Education,% HH with Latrine,Outcome,Education,Borehole,No,40.0,66.7,46.7,70.0,-20.0,At Risk,Q2 2024,Jan,2024,12701,11698,49920150,114000473,EU,IRC,1213286
