ID,Item_Code,Region,District,Warehouse,Education,Category,Item_Name,Crop,Unit,Water_Source,Irrigation,Stock_On_Hand,Stock_Reserved,Stock_Available,Yield,Unit_Cost_UGX,Total_Value_UGX,Min_Stock_Level,Max_Stock_Level,Status,Last_Stock_In,Last_Stock_Out,Expiry_Date,Donor,Income_UGX
578,NFI-1238,Central,Mbarara,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,219,32,186,889,4062,889578,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,889578
579,NFI-1239,Western,Gulu,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,826,123,702,3370,4081,3370906,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,3370906
580,SHE-1240,Western,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,19,2,16,222,11708,222452,200,3000,Low,2024-06-01,2024-08-15,N/A,UNHCR,222452
581,NFI-1241,Northern,Gulu,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,1450,217,1232,7309,5041,7309450,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,7309450
582,SHE-1242,Northern,Yumbe,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,4292,643,3648,95024,22140,95024880,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,95024880
583,AGR-1243,Eastern,Mbarara,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,3958,593,3364,20510,5182,20510356,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,20510356
584,SHE-1244,Western,Yumbe,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,4329,649,3679,113177,26144,113177376,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,113177376
585,FOO-1245,Central,Kampala,Food Warehouse,Primary,Food,Beans,Beans,Kg,Borehole,No,4706,705,4000,122807,26096,122807776,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,122807776
586,NFI-1246,Eastern,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,3532,529,3002,121394,34370,121394840,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,121394840
587,HEA-1247,Central,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,3651,547,3103,72757,19928,72757128,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,72757128
588,WAS-1248,Eastern,Kampala,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,3105,465,2639,31792,10239,31792095,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,31792095
589,NFI-1249,Central,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kit,Borehole,No,152,22,129,5783,38052,5783904,200,3000,Low,2024-06-01,2024-08-15,N/A,UNICEF,5783904
590,HEA-1250,Northern,Yumbe,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,3467,520,2946,28328,8171,28328857,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,28328857
591,FOO-1251,Northern,Kampala,Food Warehouse,Secondary,Food,Rice,Rice,Kg,Borehole,No,961,144,816,23339,24287,23339807,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,23339807
592,NFI-1252,Western,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,2027,304,1722,74366,36688,74366576,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,74366576
593,FOO-1253,Central,Gulu,Food Warehouse,Primary,Food,Rice,Rice,Pcs,Borehole,No,254,38,215,1402,5523,1402842,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,1402842
594,FOO-1254,Northern,Kampala,Food Warehouse,Secondary,Food,Rice,Rice,Pcs,Borehole,No,3918,587,3330,20800,5309,20800662,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,20800662
595,AGR-1255,Central,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,337,50,286,12311,36533,12311621,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,12311621
596,FOO-1256,Central,Kampala,Food Warehouse,Secondary,Food,Beans,Beans,Kit,Borehole,No,3957,593,3363,135020,34122,135020754,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,135020754
597,HEA-1257,Western,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,3884,582,3301,168002,43255,168002420,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,168002420
598,WAS-1258,Northern,Gulu,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,2954,443,2510,143082,48437,143082898,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,143082898
599,NFI-1259,Central,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,688,103,584,22118,32149,22118512,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,22118512
600,AGR-1260,Central,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,2424,363,2060,27694,11425,27694200,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,27694200
601,HEA-1261,Central,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,945,141,803,33461,35409,33461505,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,33461505
602,NFI-1262,Central,Gulu,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,2214,332,1881,12400,5601,12400614,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,12400614
603,AGR-1263,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,4229,634,3594,102891,24330,102891570,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,102891570
604,WAS-1264,Western,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,4322,648,3673,126098,29176,126098672,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,126098672
605,NFI-1265,Western,Yumbe,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,2770,415,2354,96346,34782,96346140,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,96346140
606,FOO-1266,Western,Kampala,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,4085,612,3472,47292,11577,47292045,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,47292045
607,NFI-1267,Western,Mbarara,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,1166,174,991,22478,19278,22478148,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,22478148
608,NFI-1268,Western,Mbarara,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,1690,253,1436,54419,32201,54419690,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,54419690
609,WAS-1269,Northern,Yumbe,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,3547,532,3014,21079,5943,21079821,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,21079821
610,NFI-1270,Western,Gulu,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,3719,557,3161,99260,26690,99260110,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,99260110
611,NFI-1271,Northern,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Pcs,Borehole,No,258,38,219,12735,49361,12735138,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,12735138
612,FOO-1272,Central,Kampala,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,3020,453,2567,8480,2808,8480160,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,8480160
613,HEA-1273,Northern,Kampala,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,4070,610,3459,95653,23502,95653140,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,95653140
614,FOO-1274,Northern,Yumbe,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,3694,554,3139,30239,8186,30239084,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,30239084
615,WAS-1275,Central,Mbarara,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,3458,518,2939,57485,16624,57485792,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,57485792
616,HEA-1276,Central,Yumbe,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,1477,221,1255,28073,19007,28073339,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,28073339
617,FOO-1277,Northern,Kampala,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,661,99,561,29464,44576,29464736,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,29464736
618,SHE-1278,Eastern,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,4635,695,3939,54734,11809,54734715,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,54734715
619,AGR-1279,Central,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,2781,417,2363,100980,36311,100980891,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,100980891
620,HEA-1280,Western,Yumbe,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,34,5,28,949,27938,949892,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,UNICEF,949892
621,NFI-1281,Northern,Kampala,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,2041,306,1734,28443,13936,28443376,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,28443376
622,NFI-1282,Northern,Kampala,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,3538,530,3007,7196,2034,7196292,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,7196292
623,FOO-1283,Western,Kampala,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,2606,390,2215,79746,30601,79746206,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,79746206
624,AGR-1284,Central,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,4143,621,3521,41069,9913,41069559,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,41069559
625,FOO-1285,Western,Mbarara,Food Warehouse,Primary,Food,Rice,Rice,Pcs,Borehole,No,1201,180,1020,50947,42421,50947621,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,50947621
626,SHE-1286,Eastern,Gulu,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,1564,234,1329,12411,7936,12411904,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,12411904
627,WAS-1287,Western,Mbarara,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,2931,439,2491,6580,2245,6580095,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,6580095
628,HEA-1288,Central,Kampala,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,2123,318,1804,45387,21379,45387617,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,45387617
629,NFI-1289,Central,Gulu,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kit,Borehole,No,2745,411,2333,66445,24206,66445470,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,66445470
630,SHE-1290,Western,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kg,Borehole,No,4001,600,3400,34280,8568,34280568,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,34280568
631,NFI-1291,Western,Yumbe,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,370,55,314,18438,49835,18438950,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,18438950
632,NFI-1292,Central,Mbarara,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,2415,362,2052,52934,21919,52934385,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,52934385
633,WAS-1293,Central,Mbarara,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,2387,358,2028,98950,41454,98950698,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,98950698
634,FOO-1294,Western,Gulu,Food Warehouse,Primary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,1873,280,1592,66598,35557,66598261,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,66598261
635,HEA-1295,Eastern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,1760,264,1496,13432,7632,13432320,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,13432320
636,SHE-1296,Eastern,Kampala,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kg,Borehole,No,1620,243,1377,4087,2523,4087260,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,4087260
637,AGR-1297,Eastern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,3628,544,3083,100883,27807,100883796,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,100883796
638,FOO-1298,Western,Kampala,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,345,51,293,11866,34397,11866965,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,11866965
639,AGR-1299,Western,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,4771,715,4055,107533,22539,107533569,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,107533569
640,HEA-1300,Northern,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,1424,213,1210,5760,4045,5760080,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,5760080
641,FOO-1301,Western,Mbarara,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,4573,685,3887,217661,47597,217661081,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,217661081
642,AGR-1302,Eastern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3829,574,3254,172373,45018,172373922,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,172373922
643,AGR-1303,Northern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,661,99,561,21080,31892,21080612,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,21080612
644,WAS-1304,Western,Gulu,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kit,Borehole,No,88,13,74,4170,47394,4170672,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,4170672
645,WAS-1305,Northern,Mbarara,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kit,Borehole,No,4543,681,3861,71170,15666,71170638,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,71170638
646,SHE-1306,Eastern,Gulu,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,1281,192,1088,49420,38580,49420980,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,49420980
647,WAS-1307,Northern,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,4876,731,4144,153028,31384,153028384,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,153028384
648,FOO-1308,Central,Yumbe,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,2157,323,1833,48280,22383,48280131,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,48280131
649,HEA-1309,Western,Yumbe,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,66,9,56,1504,22796,1504536,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,UNICEF,1504536
650,HEA-1310,Central,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,553,82,470,2244,4058,2244074,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,2244074
651,NFI-1311,Northern,Yumbe,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,1561,234,1326,24627,15777,24627897,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,24627897
652,NFI-1312,Northern,Yumbe,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kg,Borehole,No,3599,539,3059,14737,4095,14737905,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,14737905
653,WAS-1313,Eastern,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,58,8,49,2434,41979,2434782,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,2434782
654,NFI-1314,Western,Gulu,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,3779,566,3212,187219,49542,187219218,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,187219218
655,HEA-1315,Western,Gulu,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,420,63,357,18968,45162,18968040,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,18968040
656,HEA-1316,Western,Gulu,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,4696,704,3991,41752,8891,41752136,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,41752136
657,AGR-1317,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1553,232,1320,12071,7773,12071469,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,12071469
658,AGR-1318,Eastern,Kampala,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,1018,152,865,24479,24047,24479846,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,24479846
659,WAS-1319,Central,Gulu,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kg,Borehole,No,3519,527,2991,90188,25629,90188451,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,90188451
660,NFI-1320,Western,Kampala,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,1548,232,1315,61509,39735,61509780,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,61509780
661,WAS-1321,Central,Yumbe,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,3322,498,2823,71250,21448,71250256,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,71250256
662,AGR-1322,Western,Kampala,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,1926,288,1637,93576,48586,93576636,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,93576636
663,FOO-1323,Western,Kampala,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,166,24,141,3607,21729,3607014,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,UNHCR,3607014
664,NFI-1324,Northern,Kampala,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,1044,156,887,33749,32327,33749388,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,33749388
665,WAS-1325,Central,Kampala,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,4467,670,3796,201247,45052,201247284,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,201247284
666,NFI-1326,Eastern,Yumbe,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,1446,216,1229,37849,26175,37849050,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,37849050
667,WAS-1327,Western,Kampala,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,1614,242,1371,59471,36847,59471058,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,59471058
668,FOO-1328,Central,Yumbe,Food Warehouse,Secondary,Food,Beans,Beans,Pcs,Borehole,No,412,61,350,5308,12884,5308208,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,5308208
669,HEA-1329,Central,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,328,49,278,10885,33186,10885008,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,10885008
670,HEA-1330,Northern,Kampala,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,4243,636,3606,105820,24940,105820420,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,105820420
671,WAS-1331,Eastern,Gulu,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,1239,185,1053,47964,38712,47964168,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,47964168
672,HEA-1332,Central,Yumbe,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,1864,279,1584,10708,5745,10708680,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,10708680
673,SHE-1333,Northern,Yumbe,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,1132,169,962,54905,48503,54905396,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,54905396
674,AGR-1334,Eastern,Yumbe,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1466,219,1246,25351,17293,25351538,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,25351538
675,AGR-1335,Western,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,243,36,206,6615,27225,6615675,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,6615675
676,HEA-1336,Northern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,2474,371,2102,80857,32683,80857742,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,80857742
677,NFI-1337,Northern,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,2826,423,2402,73846,26131,73846206,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,73846206
678,AGR-1338,Central,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1702,255,1446,84037,49376,84037952,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,84037952
679,WAS-1339,Eastern,Mbarara,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,727,109,617,25173,34626,25173102,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,25173102
680,WAS-1340,Central,Kampala,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,430,64,365,10648,24764,10648520,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,10648520
681,WAS-1341,Eastern,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,1977,296,1680,65098,32928,65098656,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,65098656
682,NFI-1342,Northern,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Pcs,Borehole,No,4998,749,4248,38419,7687,38419626,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,38419626
683,NFI-1343,Western,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,1626,243,1382,57370,35283,57370158,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,57370158
684,NFI-1344,Central,Mbarara,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,3851,577,3273,138639,36001,138639851,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,138639851
685,HEA-1345,Central,Mbarara,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,1596,239,1356,6487,4065,6487740,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,6487740
686,WAS-1346,Central,Gulu,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,4759,713,4045,67063,14092,67063828,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,67063828
687,WAS-1347,Western,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,1909,286,1622,23022,12060,23022540,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,23022540
688,AGR-1348,Eastern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3917,587,3329,192802,49222,192802574,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,192802574
689,NFI-1349,Western,Mbarara,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,851,127,723,13729,16133,13729183,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,13729183
690,FOO-1350,Central,Yumbe,Food Warehouse,Secondary,Food,Beans,Beans,Kg,Borehole,No,3169,475,2693,35261,11127,35261463,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,35261463
691,HEA-1351,Northern,Yumbe,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,243,36,206,7616,31344,7616592,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,7616592
692,SHE-1352,Central,Mbarara,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,4941,741,4199,159203,32221,159203961,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,159203961
693,AGR-1353,Northern,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,596,89,506,15904,26686,15904856,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,15904856
694,FOO-1354,Central,Gulu,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,3566,534,3031,162966,45700,162966200,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,162966200
695,SHE-1355,Northern,Mbarara,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,1531,229,1301,68443,44705,68443355,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,68443355
696,NFI-1356,Western,Yumbe,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,1419,212,1206,61015,42999,61015581,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,61015581
697,NFI-1357,Northern,Gulu,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,403,60,342,15962,39609,15962427,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,15962427
698,HEA-1358,Eastern,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,1540,231,1309,69395,45062,69395480,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,69395480
