ID,Case_ID,Region,District,Settlement,Education,Gender,Age,Age_Group,Marital_Status,GBV_Type,Perpetrator,Location_Incident,Yield,Water_Source,Irrigation,Crop,Reported,Reported_Within_72H,Service_Sought,Service_Provided,Referral_Made,Risk_Level,Repeat_Case,Month,Year,Income_UGX
470,GBV-UG-10130,Eastern,Gulu,Host Community,Primary,Male,37,18-35,Married,Sexual Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Health,No,Police,Low,Yes,Feb,2024,124221
471,GBV-UG-10131,West Nile,Kampala,Nakivale,Primary,Female,35,18-35,Married,Physical Assault,Stranger,Home,1,Borehole,No,N/A,Yes,No,Health,No,Police,Low,Yes,Feb,2024,382193
472,GBV-UG-10132,Western,Mbarara,Bidi Bidi,Primary,Female,42,18-35,Single,Early Marriage,Intimate Partner,Water Point,1,Tap,No,N/A,No,No,Health,No,Police,High,No,Feb,2024,480476
473,GBV-UG-10133,Northern,Gulu,Bidi Bidi,Secondary,Female,35,18-35,Single,Early Marriage,Intimate Partner,School,1,Tap,No,N/A,Yes,No,Health,No,Police,High,No,Feb,2024,684808
474,GBV-UG-10134,Northern,Gulu,Bidi Bidi,Secondary,Female,60,18-35,Single,Domestic Violence,Family Member,Home,1,Tap,No,N/A,No,Yes,Health,No,Police,High,No,Mar,2024,528327
475,GBV-UG-10135,Western,Mbale,Bidi Bidi,Primary,Female,61,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Police,Low,Yes,Mar,2024,21941
476,GBV-UG-10136,South West,Kampala,Bidi Bidi,Primary,Female,38,18-35,Married,Sexual Assault,Stranger,Home,1,Tap,No,N/A,No,No,Health,Yes,Police,Medium,No,Mar,2024,481684
477,GBV-UG-10137,West Nile,Kampala,Host Community,Secondary,Female,29,18-35,Single,Sexual Assault,Stranger,Home,1,Tap,No,N/A,No,Yes,Psychosocial,No,Health,High,Yes,Mar,2024,9148
478,GBV-UG-10138,Northern,Mbale,Host Community,None,Male,15,0-17,Single,Defilement,Family Member,Field,1,Borehole,No,N/A,No,No,Health,No,Police,Low,Yes,Jan,2024,352991
479,GBV-UG-10139,Eastern,Gulu,Host Community,Secondary,Female,23,18-35,Single,Physical Assault,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,Yes,Health,No,Health,Medium,Yes,Mar,2024,585151
480,GBV-UG-10140,Eastern,Mbale,Bidi Bidi,Secondary,Female,29,18-35,Married,Domestic Violence,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Police,Low,No,Jan,2024,754161
481,GBV-UG-10141,Eastern,Mbale,Host Community,Primary,Female,27,18-35,Married,Early Marriage,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Low,Yes,Mar,2024,68165
482,GBV-UG-10142,Western,Mbarara,Bidi Bidi,Primary,Female,27,18-35,Single,Physical Assault,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Health,Yes,Police,Medium,No,Mar,2024,645
483,GBV-UG-10143,Northern,Gulu,Host Community,None,Female,26,18-35,Married,Physical Assault,Family Member,Home,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Police,Medium,Yes,Mar,2024,169491
484,GBV-UG-10144,South West,Mbarara,Bidi Bidi,Secondary,Female,45,18-35,Married,Sexual Assault,Family Member,Field,1,Borehole,No,N/A,Yes,No,Legal,Yes,Health,Medium,No,Mar,2024,580196
485,GBV-UG-10145,Western,Mbale,Bidi Bidi,None,Male,17,0-17,Married,Defilement,Stranger,Water Point,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,Medium,No,Feb,2024,517822
486,GBV-UG-10146,South West,Mbarara,Host Community,None,Female,48,18-35,Married,Physical Assault,Family Member,Water Point,1,Tap,No,N/A,No,No,Legal,Yes,Health,High,No,Mar,2024,398198
487,GBV-UG-10147,Northern,Kampala,Host Community,Primary,Female,39,18-35,Single,Sexual Assault,Family Member,Home,1,Tap,No,N/A,No,No,Health,Yes,Health,Medium,Yes,Feb,2024,559541
488,GBV-UG-10148,Northern,Gulu,Host Community,None,Female,24,18-35,Single,Domestic Violence,Family Member,Water Point,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,Low,Yes,Feb,2024,71584
489,GBV-UG-10149,Northern,Mbale,Host Community,Primary,Female,25,18-35,Married,Early Marriage,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Low,Yes,Jan,2024,191849
490,GBV-UG-10150,Western,Gulu,Host Community,Secondary,Male,54,18-35,Married,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,No,No,Legal,Yes,Police,Low,Yes,Feb,2024,638520
491,GBV-UG-10151,Northern,Kampala,Host Community,None,Female,47,18-35,Married,Physical Assault,Stranger,Home,1,Tap,No,N/A,No,No,Legal,Yes,Health,High,No,Feb,2024,177874
492,GBV-UG-10152,Eastern,Mbale,Host Community,Secondary,Female,34,18-35,Married,Domestic Violence,Stranger,Water Point,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Medium,No,Feb,2024,308908
493,GBV-UG-10153,Central,Gulu,Bidi Bidi,None,Female,57,18-35,Single,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Police,High,No,Mar,2024,520100
494,GBV-UG-10154,South West,Gulu,Bidi Bidi,Primary,Female,37,18-35,Married,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,Yes,Yes,Legal,Yes,Police,Medium,No,Mar,2024,231731
495,GBV-UG-10155,South West,Mbarara,Nakivale,None,Female,33,18-35,Married,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Health,No,Health,High,No,Mar,2024,322995
496,GBV-UG-10156,Western,Gulu,Host Community,Secondary,Female,9,0-17,Married,Defilement,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Police,High,No,Feb,2024,268625
497,GBV-UG-10157,Northern,Mbale,Nakivale,Primary,Female,26,18-35,Married,Physical Assault,Family Member,School,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Police,High,Yes,Feb,2024,527920
498,GBV-UG-10158,West Nile,Mbarara,Nakivale,Secondary,Female,41,18-35,Married,Early Marriage,Family Member,Water Point,1,Borehole,No,N/A,No,No,Health,No,Health,Low,Yes,Feb,2024,543271
499,GBV-UG-10159,Western,Gulu,Nakivale,Primary,Female,27,18-35,Single,Early Marriage,Stranger,School,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Medium,Yes,Feb,2024,526858
500,GBV-UG-10160,Eastern,Mbale,Nakivale,None,Female,17,0-17,Single,Defilement,Family Member,Water Point,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Police,High,No,Feb,2024,174587
501,GBV-UG-10161,Eastern,Kampala,Bidi Bidi,Primary,Female,19,18-35,Single,Physical Assault,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Police,Medium,Yes,Jan,2024,6158
502,GBV-UG-10162,Northern,Kampala,Host Community,None,Female,9,0-17,Married,Defilement,Stranger,School,1,Borehole,No,N/A,No,Yes,Legal,Yes,Health,Medium,Yes,Jan,2024,707513
503,GBV-UG-10163,West Nile,Kampala,Host Community,Primary,Female,23,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Borehole,No,N/A,Yes,No,Psychosocial,Yes,Police,Medium,Yes,Feb,2024,722506
504,GBV-UG-10164,Western,Gulu,Bidi Bidi,Primary,Female,40,18-35,Single,Domestic Violence,Family Member,School,1,Tap,No,N/A,No,Yes,Legal,No,Health,Low,Yes,Feb,2024,274231
505,GBV-UG-10165,Western,Kampala,Nakivale,Primary,Female,56,18-35,Single,Sexual Assault,Stranger,Field,1,Tap,No,N/A,No,No,Legal,Yes,Health,Medium,Yes,Feb,2024,619044
506,GBV-UG-10166,Eastern,Kampala,Host Community,Primary,Female,53,18-35,Married,Early Marriage,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Health,No,Police,High,Yes,Feb,2024,673874
507,GBV-UG-10167,Western,Kampala,Host Community,Primary,Female,59,18-35,Single,Domestic Violence,Intimate Partner,Field,1,Tap,No,N/A,No,No,Health,No,Police,High,No,Jan,2024,693290
508,GBV-UG-10168,West Nile,Kampala,Host Community,Secondary,Female,31,18-35,Married,Early Marriage,Family Member,Water Point,1,Tap,No,N/A,Yes,Yes,Legal,No,Police,Low,Yes,Mar,2024,716851
509,GBV-UG-10169,Eastern,Mbarara,Bidi Bidi,Secondary,Female,45,18-35,Married,Domestic Violence,Family Member,Home,1,Borehole,No,N/A,No,Yes,Legal,Yes,Police,Medium,Yes,Mar,2024,722509
510,GBV-UG-10170,Western,Kampala,Nakivale,Secondary,Male,58,18-35,Single,Sexual Assault,Stranger,Home,1,Tap,No,N/A,Yes,No,Health,Yes,Health,High,No,Feb,2024,282822
511,GBV-UG-10171,West Nile,Mbarara,Host Community,Primary,Female,17,0-17,Single,Defilement,Stranger,School,1,Tap,No,N/A,No,Yes,Health,No,Health,Medium,Yes,Jan,2024,176292
512,GBV-UG-10172,Western,Mbarara,Bidi Bidi,Primary,Female,23,18-35,Single,Sexual Assault,Intimate Partner,Home,1,Borehole,No,N/A,No,Yes,Legal,Yes,Police,High,Yes,Feb,2024,148043
513,GBV-UG-10173,Eastern,Gulu,Host Community,Primary,Female,17,0-17,Single,Defilement,Family Member,Home,1,Borehole,No,N/A,No,No,Legal,No,Health,Medium,No,Jan,2024,275357
514,GBV-UG-10174,Western,Gulu,Nakivale,Secondary,Male,22,18-35,Married,Physical Assault,Stranger,Field,1,Tap,No,N/A,No,Yes,Legal,No,Health,Low,No,Mar,2024,338618
515,GBV-UG-10175,South West,Mbale,Nakivale,Secondary,Female,48,18-35,Married,Sexual Assault,Stranger,School,1,Tap,No,N/A,No,No,Legal,No,Police,High,Yes,Jan,2024,766028
516,GBV-UG-10176,Western,Gulu,Bidi Bidi,None,Female,21,18-35,Single,Sexual Assault,Family Member,Home,1,Borehole,No,N/A,Yes,No,Health,Yes,Health,Medium,Yes,Mar,2024,632770
517,GBV-UG-10177,Western,Kampala,Nakivale,Primary,Female,40,18-35,Married,Domestic Violence,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Legal,Yes,Police,Medium,Yes,Feb,2024,24136
518,GBV-UG-10178,Northern,Mbale,Host Community,Primary,Female,25,18-35,Single,Sexual Assault,Intimate Partner,Field,1,Tap,No,N/A,No,Yes,Health,Yes,Police,High,Yes,Feb,2024,428103
519,GBV-UG-10179,Western,Mbarara,Nakivale,Secondary,Female,56,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Tap,No,N/A,No,No,Psychosocial,No,Health,High,No,Feb,2024,111356
520,GBV-UG-10180,Western,Mbale,Host Community,Secondary,Female,45,18-35,Married,Sexual Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,No,Police,High,Yes,Jan,2024,67783
521,GBV-UG-10181,Eastern,Mbale,Bidi Bidi,Secondary,Female,49,18-35,Single,Physical Assault,Intimate Partner,School,1,Tap,No,N/A,No,No,Legal,Yes,Health,Medium,Yes,Jan,2024,132770
522,GBV-UG-10182,West Nile,Gulu,Host Community,Primary,Female,22,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Tap,No,N/A,No,No,Health,Yes,Police,Medium,Yes,Jan,2024,775715
523,GBV-UG-10183,West Nile,Gulu,Host Community,None,Female,58,18-35,Married,Early Marriage,Stranger,School,1,Tap,No,N/A,No,No,Legal,Yes,Police,High,No,Mar,2024,92314
524,GBV-UG-10184,South West,Kampala,Bidi Bidi,None,Female,21,18-35,Single,Sexual Assault,Family Member,Field,1,Borehole,No,N/A,Yes,Yes,Psychosocial,Yes,Health,High,Yes,Feb,2024,255581
525,GBV-UG-10185,Northern,Mbarara,Nakivale,Primary,Female,53,18-35,Married,Early Marriage,Stranger,School,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Medium,No,Jan,2024,788517
526,GBV-UG-10186,South West,Kampala,Bidi Bidi,None,Female,10,0-17,Single,Defilement,Family Member,School,1,Borehole,No,N/A,No,Yes,Legal,No,Police,Low,Yes,Mar,2024,571433
527,GBV-UG-10187,Northern,Gulu,Host Community,Secondary,Female,15,0-17,Single,Defilement,Stranger,School,1,Borehole,No,N/A,Yes,Yes,Health,No,Police,Medium,Yes,Feb,2024,616430
528,GBV-UG-10188,South West,Mbale,Bidi Bidi,None,Female,32,18-35,Single,Physical Assault,Family Member,Water Point,1,Tap,No,N/A,No,No,Legal,Yes,Health,High,No,Feb,2024,197032
529,GBV-UG-10189,Northern,Mbarara,Bidi Bidi,Secondary,Female,23,18-35,Married,Domestic Violence,Stranger,Field,1,Tap,No,N/A,No,No,Psychosocial,No,Health,Low,No,Jan,2024,228812
530,GBV-UG-10190,Western,Mbale,Bidi Bidi,Primary,Female,37,18-35,Married,Early Marriage,Intimate Partner,Water Point,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,High,Yes,Jan,2024,235528
531,GBV-UG-10191,West Nile,Mbale,Nakivale,Secondary,Female,52,18-35,Single,Early Marriage,Family Member,School,1,Borehole,No,N/A,No,No,Health,No,Police,Medium,Yes,Mar,2024,382560
532,GBV-UG-10192,West Nile,Mbale,Nakivale,Secondary,Female,60,18-35,Married,Early Marriage,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Psychosocial,Yes,Police,High,Yes,Mar,2024,51325
533,GBV-UG-10193,West Nile,Kampala,Nakivale,Secondary,Female,53,18-35,Married,Early Marriage,Stranger,Field,1,Borehole,No,N/A,No,No,Psychosocial,No,Police,High,Yes,Jan,2024,531245
534,GBV-UG-10194,Western,Mbarara,Host Community,Primary,Female,13,0-17,Married,Defilement,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Legal,Yes,Police,Medium,Yes,Feb,2024,352349
535,GBV-UG-10195,Eastern,Mbarara,Nakivale,Secondary,Female,43,18-35,Single,Sexual Assault,Family Member,Field,1,Tap,No,N/A,Yes,No,Psychosocial,No,Health,Low,Yes,Mar,2024,735269
536,GBV-UG-10196,Eastern,Mbarara,Bidi Bidi,Primary,Female,16,0-17,Single,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,No,No,Health,No,Police,High,No,Jan,2024,499012
537,GBV-UG-10197,West Nile,Kampala,Nakivale,Primary,Female,29,18-35,Married,Sexual Assault,Family Member,School,1,Borehole,No,N/A,No,No,Psychosocial,No,Police,High,No,Mar,2024,548549
538,GBV-UG-10198,Western,Mbale,Nakivale,None,Female,17,0-17,Single,Defilement,Stranger,Water Point,1,Tap,No,N/A,No,Yes,Health,No,Police,Low,No,Mar,2024,275487
539,GBV-UG-10199,Central,Gulu,Nakivale,None,Female,58,18-35,Married,Physical Assault,Intimate Partner,Field,1,Tap,No,N/A,Yes,No,Health,No,Health,Low,No,Mar,2024,473710
540,GBV-UG-10200,West Nile,Gulu,Bidi Bidi,None,Female,12,0-17,Single,Defilement,Family Member,Field,1,Borehole,No,N/A,Yes,Yes,Health,No,Police,Low,Yes,Mar,2024,280827
541,GBV-UG-10201,South West,Mbale,Nakivale,Primary,Female,45,18-35,Married,Domestic Violence,Stranger,Home,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,Medium,No,Mar,2024,583018
542,GBV-UG-10202,South West,Mbale,Nakivale,Secondary,Male,44,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Borehole,No,N/A,No,Yes,Legal,Yes,Police,Medium,Yes,Jan,2024,389790
543,GBV-UG-10203,Northern,Gulu,Host Community,Secondary,Female,42,18-35,Single,Sexual Assault,Family Member,School,1,Borehole,No,N/A,Yes,Yes,Legal,No,Health,Medium,No,Feb,2024,483401
544,GBV-UG-10204,West Nile,Kampala,Nakivale,Primary,Male,46,18-35,Married,Sexual Assault,Stranger,School,1,Borehole,No,N/A,No,Yes,Legal,No,Health,Low,Yes,Feb,2024,758224
545,GBV-UG-10205,Western,Gulu,Bidi Bidi,None,Female,51,18-35,Single,Domestic Violence,Stranger,Field,1,Borehole,No,N/A,Yes,No,Legal,No,Health,Low,No,Jan,2024,444073
546,GBV-UG-10206,Eastern,Mbarara,Bidi Bidi,Primary,Female,59,18-35,Married,Physical Assault,Stranger,Field,1,Borehole,No,N/A,No,Yes,Legal,No,Police,High,Yes,Feb,2024,74256
547,GBV-UG-10207,West Nile,Kampala,Host Community,None,Female,56,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,Yes,Yes,Health,No,Police,Low,Yes,Jan,2024,299282
548,GBV-UG-10208,Central,Mbale,Host Community,Primary,Female,26,18-35,Married,Physical Assault,Stranger,School,1,Tap,No,N/A,Yes,No,Health,Yes,Health,High,Yes,Mar,2024,662539
549,GBV-UG-10209,Central,Gulu,Nakivale,None,Female,12,0-17,Single,Defilement,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Health,No,Police,High,Yes,Mar,2024,768744
550,GBV-UG-10210,South West,Mbarara,Bidi Bidi,Secondary,Male,48,18-35,Married,Physical Assault,Stranger,Field,1,Borehole,No,N/A,Yes,No,Health,No,Police,Low,No,Feb,2024,486186
551,GBV-UG-10211,Eastern,Mbale,Host Community,Primary,Male,46,18-35,Single,Domestic Violence,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,Medium,No,Jan,2024,177782
552,GBV-UG-10212,Northern,Gulu,Nakivale,Primary,Female,32,18-35,Married,Early Marriage,Family Member,Home,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Medium,Yes,Mar,2024,331879
553,GBV-UG-10213,Northern,Kampala,Nakivale,None,Female,30,18-35,Married,Sexual Assault,Stranger,School,1,Tap,No,N/A,No,No,Psychosocial,No,Police,Low,Yes,Feb,2024,386940
554,GBV-UG-10214,South West,Kampala,Host Community,None,Female,26,18-35,Married,Physical Assault,Family Member,School,1,Borehole,No,N/A,Yes,No,Legal,Yes,Health,High,No,Mar,2024,206978
555,GBV-UG-10215,South West,Gulu,Nakivale,None,Female,44,18-35,Married,Early Marriage,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Health,No,Police,Low,No,Feb,2024,686180
556,GBV-UG-10216,Eastern,Mbale,Nakivale,Secondary,Female,60,18-35,Single,Sexual Assault,Stranger,Water Point,1,Borehole,No,N/A,No,No,Legal,No,Police,High,No,Jan,2024,674818
557,GBV-UG-10217,Eastern,Mbarara,Host Community,None,Female,9,0-17,Single,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Health,Low,No,Jan,2024,713637
558,GBV-UG-10218,Northern,Mbale,Host Community,Secondary,Female,34,18-35,Single,Sexual Assault,Family Member,Water Point,1,Borehole,No,N/A,No,No,Health,No,Police,Low,Yes,Jan,2024,325907
559,GBV-UG-10219,Northern,Mbarara,Host Community,Secondary,Male,30,18-35,Married,Early Marriage,Stranger,Water Point,1,Borehole,No,N/A,Yes,No,Psychosocial,No,Police,Medium,Yes,Feb,2024,591639
560,GBV-UG-10220,South West,Gulu,Bidi Bidi,None,Female,36,18-35,Married,Early Marriage,Stranger,School,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Health,Low,No,Jan,2024,94687
561,GBV-UG-10221,South West,Mbarara,Host Community,Primary,Female,15,0-17,Single,Defilement,Intimate Partner,School,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Low,Yes,Jan,2024,387978
562,GBV-UG-10222,Western,Mbarara,Bidi Bidi,None,Female,61,18-35,Single,Early Marriage,Intimate Partner,Field,1,Tap,No,N/A,No,No,Legal,No,Health,High,No,Feb,2024,301287
563,GBV-UG-10223,West Nile,Gulu,Bidi Bidi,None,Female,20,18-35,Married,Sexual Assault,Stranger,Field,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Police,Low,Yes,Feb,2024,720327
564,GBV-UG-10224,Northern,Gulu,Nakivale,Secondary,Male,56,18-35,Married,Domestic Violence,Family Member,School,1,Tap,No,N/A,Yes,No,Psychosocial,No,Health,Medium,Yes,Mar,2024,396755
565,GBV-UG-10225,Northern,Kampala,Host Community,Secondary,Female,60,18-35,Single,Sexual Assault,Family Member,Field,1,Borehole,No,N/A,No,No,Health,Yes,Health,High,Yes,Feb,2024,61402
566,GBV-UG-10226,Northern,Kampala,Host Community,None,Female,16,0-17,Married,Defilement,Intimate Partner,School,1,Tap,No,N/A,No,No,Legal,No,Health,Low,No,Mar,2024,487630
567,GBV-UG-10227,Northern,Mbale,Bidi Bidi,Primary,Female,60,18-35,Single,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Police,Low,No,Jan,2024,135449
568,GBV-UG-10228,Central,Gulu,Nakivale,None,Female,51,18-35,Married,Early Marriage,Family Member,Home,1,Tap,No,N/A,Yes,No,Psychosocial,No,Health,Low,No,Feb,2024,519062
569,GBV-UG-10229,Central,Gulu,Nakivale,Secondary,Female,22,18-35,Married,Sexual Assault,Family Member,Field,1,Borehole,No,N/A,No,No,Legal,Yes,Health,High,Yes,Mar,2024,384981
570,GBV-UG-10230,Eastern,Kampala,Nakivale,Secondary,Female,30,18-35,Married,Sexual Assault,Stranger,Water Point,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,Medium,No,Jan,2024,744861
571,GBV-UG-10231,Central,Gulu,Nakivale,Secondary,Female,9,0-17,Single,Defilement,Family Member,School,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Police,High,No,Feb,2024,653580
572,GBV-UG-10232,West Nile,Kampala,Nakivale,Secondary,Female,54,18-35,Married,Early Marriage,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Low,No,Feb,2024,794871
573,GBV-UG-10233,Eastern,Kampala,Host Community,Primary,Male,58,18-35,Single,Domestic Violence,Family Member,Home,1,Borehole,No,N/A,Yes,No,Health,No,Police,Medium,Yes,Mar,2024,363117
574,GBV-UG-10234,Eastern,Gulu,Nakivale,None,Female,37,18-35,Single,Domestic Violence,Intimate Partner,Field,1,Tap,No,N/A,No,No,Health,No,Health,Low,Yes,Feb,2024,78896
575,GBV-UG-10235,South West,Mbale,Bidi Bidi,Secondary,Female,46,18-35,Married,Early Marriage,Intimate Partner,Home,1,Tap,No,N/A,No,No,Health,Yes,Police,Medium,Yes,Jan,2024,66870
576,GBV-UG-10236,Central,Kampala,Bidi Bidi,Secondary,Female,9,0-17,Single,Defilement,Intimate Partner,Home,1,Tap,No,N/A,Yes,Yes,Psychosocial,Yes,Health,Low,No,Mar,2024,511518
577,GBV-UG-10237,Western,Gulu,Bidi Bidi,Secondary,Female,16,0-17,Married,Defilement,Intimate Partner,Home,1,Tap,No,N/A,No,No,Legal,Yes,Police,High,No,Mar,2024,404601
578,GBV-UG-10238,Eastern,Mbale,Bidi Bidi,Primary,Female,50,18-35,Single,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Low,Yes,Feb,2024,405667
579,GBV-UG-10239,West Nile,Mbale,Nakivale,Primary,Female,20,18-35,Married,Physical Assault,Intimate Partner,Home,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Police,High,No,Feb,2024,35614
580,GBV-UG-10240,Western,Mbale,Host Community,None,Female,54,18-35,Single,Early Marriage,Stranger,Water Point,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,Low,No,Mar,2024,678549
581,GBV-UG-10241,Eastern,Gulu,Bidi Bidi,Primary,Female,12,0-17,Married,Defilement,Stranger,Water Point,1,Borehole,No,N/A,No,Yes,Health,No,Police,Low,Yes,Feb,2024,30546
582,GBV-UG-10242,Northern,Mbale,Nakivale,Primary,Female,58,18-35,Married,Early Marriage,Intimate Partner,Field,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Low,No,Feb,2024,541144
583,GBV-UG-10243,Eastern,Gulu,Bidi Bidi,Primary,Male,45,18-35,Married,Domestic Violence,Intimate Partner,Home,1,Tap,No,N/A,No,No,Legal,No,Police,Medium,Yes,Jan,2024,153403
584,GBV-UG-10244,Northern,Gulu,Host Community,Primary,Female,16,0-17,Married,Defilement,Family Member,Field,1,Borehole,No,N/A,Yes,No,Psychosocial,No,Police,Low,Yes,Feb,2024,530878
585,GBV-UG-10245,Northern,Kampala,Nakivale,Primary,Male,33,18-35,Single,Physical Assault,Intimate Partner,Field,1,Borehole,No,N/A,Yes,Yes,Psychosocial,Yes,Health,High,No,Mar,2024,752711
586,GBV-UG-10246,South West,Mbarara,Nakivale,Secondary,Female,54,18-35,Married,Sexual Assault,Intimate Partner,Field,1,Tap,No,N/A,No,No,Health,No,Police,High,No,Mar,2024,157971
587,GBV-UG-10247,West Nile,Mbarara,Nakivale,None,Female,18,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Medium,No,Jan,2024,216639
588,GBV-UG-10248,Northern,Gulu,Bidi Bidi,Primary,Female,28,18-35,Single,Early Marriage,Family Member,Water Point,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,High,No,Jan,2024,778240
589,GBV-UG-10249,Central,Mbarara,Nakivale,None,Male,19,18-35,Single,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,Yes,No,Health,Yes,Police,Low,Yes,Feb,2024,249203
590,GBV-UG-10250,Northern,Gulu,Bidi Bidi,Secondary,Female,45,18-35,Married,Physical Assault,Family Member,School,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Low,Yes,Mar,2024,430492
591,GBV-UG-10251,South West,Mbarara,Nakivale,None,Female,10,0-17,Single,Defilement,Stranger,Water Point,1,Borehole,No,N/A,No,No,Legal,No,Health,Low,No,Feb,2024,572208
592,GBV-UG-10252,South West,Gulu,Bidi Bidi,Primary,Female,9,0-17,Single,Defilement,Family Member,Home,1,Borehole,No,N/A,No,No,Psychosocial,No,Health,High,Yes,Jan,2024,172653
593,GBV-UG-10253,Western,Gulu,Nakivale,None,Female,30,18-35,Married,Early Marriage,Stranger,Home,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,Medium,No,Feb,2024,640978
594,GBV-UG-10254,West Nile,Gulu,Bidi Bidi,Primary,Female,23,18-35,Married,Domestic Violence,Intimate Partner,Field,1,Tap,No,N/A,Yes,No,Legal,No,Police,Medium,Yes,Mar,2024,678081
595,GBV-UG-10255,Central,Mbale,Host Community,Primary,Female,40,18-35,Married,Physical Assault,Stranger,Water Point,1,Tap,No,N/A,No,No,Health,No,Health,High,No,Mar,2024,365896
596,GBV-UG-10256,South West,Kampala,Host Community,Primary,Female,16,0-17,Single,Defilement,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Psychosocial,No,Health,Low,Yes,Feb,2024,218246
597,GBV-UG-10257,Northern,Gulu,Nakivale,Secondary,Male,34,18-35,Single,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Legal,Yes,Police,High,Yes,Feb,2024,739053
598,GBV-UG-10258,West Nile,Mbale,Host Community,None,Female,55,18-35,Single,Domestic Violence,Intimate Partner,School,1,Borehole,No,N/A,Yes,No,Psychosocial,Yes,Health,High,Yes,Jan,2024,266135
599,GBV-UG-10259,Eastern,Kampala,Nakivale,Primary,Female,34,18-35,Single,Physical Assault,Stranger,Home,1,Borehole,No,N/A,No,No,Health,No,Police,Medium,No,Feb,2024,260604
600,GBV-UG-10260,South West,Gulu,Nakivale,Secondary,Female,13,0-17,Married,Defilement,Stranger,Water Point,1,Tap,No,N/A,No,No,Health,Yes,Health,High,Yes,Feb,2024,719580
601,GBV-UG-10261,South West,Mbarara,Host Community,Primary,Female,10,0-17,Married,Defilement,Family Member,School,1,Borehole,No,N/A,No,No,Health,Yes,Health,Medium,No,Feb,2024,204968
