ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Item_Code,Item_Name,Stock,Location
230,Central,Gulu,University,7.55287567761397,44,Male,912788,River,Coffee,2024,ITEM-229,DAP,315,Store B
231,Eastern,Kampala,University,6.48044323768092,53,Female,1625015,Borehole,Maize,2023,ITEM-230,Maize Seed,200,Store A
232,Western,Gulu,Secondary,5.1481768253623015,21,Female,940801,River,Coffee,2024,ITEM-231,Hoe,366,Store A
233,Western,Mbarara,University,7.779592950840866,22,Male,1987731,Borehole,Beans,2023,ITEM-232,DAP,466,Store B
234,Western,Gulu,University,5.465196161781023,42,Male,1350838,Well,Coffee,2023,ITEM-233,DAP,458,Store B
235,Western,Gulu,University,7.9092602022229235,48,Female,955800,Tap,Beans,2024,ITEM-234,Maize Seed,77,Store A
236,Western,Lira,Primary,1.0379640284981144,31,Female,1214654,Tap,Maize,2023,ITEM-235,Maize Seed,848,Store A
237,Eastern,Lira,Secondary,5.371580526882511,47,Male,1453783,Tap,Maize,2023,ITEM-236,DAP,788,Store B
238,Eastern,Lira,Primary,4.528357192230239,64,Female,601931,Borehole,Beans,2024,ITEM-237,Maize Seed,791,Store A
239,Northern,Mbarara,None,2.0748344382691313,29,Female,1205037,River,Beans,2024,ITEM-238,Maize Seed,883,Store A
240,Western,Lira,Secondary,2.043019355300327,44,Male,649118,Well,Maize,2022,ITEM-239,Hoe,476,Store B
241,Eastern,Kampala,Secondary,5.263565719386019,62,Male,1349930,Well,Beans,2022,ITEM-240,DAP,369,Store B
242,Northern,Arua,University,9.0,41,Male,1476446,Borehole,Beans,2023,ITEM-241,Hoe,396,Store B
243,Western,Kampala,Primary,2.196968359001971,47,Female,1599732,Tap,Cassava,2023,ITEM-242,Maize Seed,137,Store A
244,Central,Kampala,University,6.76529667997011,35,Male,502824,Borehole,Coffee,2024,ITEM-243,DAP,785,Store B
245,Northern,Lira,Secondary,3.011513278073568,31,Male,1472659,River,Maize,2022,ITEM-244,Maize Seed,742,Store B
246,Eastern,Arua,Secondary,4.51207941881967,36,Male,585351,Tap,Maize,2022,ITEM-245,Maize Seed,763,Store A
247,Central,Arua,University,8.069177182543129,39,Female,259179,Borehole,Cassava,2024,ITEM-246,DAP,494,Store B
248,Central,Arua,Secondary,4.897737128149454,43,Male,1086045,River,Beans,2024,ITEM-247,Maize Seed,253,Store A
249,Central,Mbarara,Primary,5.641966977287799,24,Male,502114,Tap,Beans,2024,ITEM-248,Hoe,948,Store A
250,Northern,Lira,University,6.8330270429657975,45,Female,204718,Well,Beans,2024,ITEM-249,DAP,914,Store B
251,Eastern,Arua,Primary,0.8693266325847357,55,Female,620327,River,Maize,2022,ITEM-250,Maize Seed,28,Store B
252,Central,Mbarara,None,1.370970971568219,22,Male,1156222,Well,Cassava,2024,ITEM-251,Maize Seed,405,Store A
253,Western,Gulu,University,4.38354823478751,53,Male,537913,River,Coffee,2024,ITEM-252,Maize Seed,676,Store B
254,Central,Gulu,Primary,1.9668960751354865,35,Male,1852571,Tap,Cassava,2022,ITEM-253,DAP,238,Store A
255,Central,Mbarara,Secondary,5.824382058600213,31,Female,341798,Borehole,Maize,2024,ITEM-254,Hoe,377,Store A
256,Northern,Mbarara,Primary,2.8251336486317715,40,Male,1603024,Borehole,Coffee,2022,ITEM-255,Maize Seed,67,Store B
257,Northern,Lira,University,6.979416812831269,31,Male,985931,Borehole,Beans,2022,ITEM-256,Maize Seed,290,Store B
258,Eastern,Lira,Primary,4.320780376715357,49,Female,741427,Borehole,Cassava,2024,ITEM-257,Maize Seed,566,Store A
259,Western,Gulu,University,6.52940010833663,22,Female,1510705,River,Cassava,2024,ITEM-258,DAP,111,Store A
260,Northern,Arua,Secondary,5.4618204129341095,39,Male,1969617,Borehole,Maize,2023,ITEM-259,Maize Seed,57,Store B
261,Central,Gulu,Primary,2.6293069751663403,45,Female,319804,Borehole,Cassava,2023,ITEM-260,Maize Seed,571,Store A
262,Eastern,Arua,Secondary,4.580047463459026,60,Male,769070,River,Coffee,2022,ITEM-261,Maize Seed,602,Store A
263,Central,Arua,University,5.582695144136987,29,Male,744246,River,Cassava,2022,ITEM-262,DAP,821,Store A
264,Central,Lira,Secondary,3.717953205171783,35,Female,422811,Tap,Maize,2023,ITEM-263,Hoe,68,Store B
265,Northern,Kampala,Primary,1.1024817671561264,53,Female,1925243,River,Cassava,2022,ITEM-264,DAP,170,Store A
266,Eastern,Kampala,Secondary,4.104754921774655,48,Female,1875890,Well,Coffee,2023,ITEM-265,Hoe,112,Store A
267,Western,Mbarara,Secondary,4.590402343916267,30,Female,1579854,Tap,Coffee,2024,ITEM-266,Hoe,855,Store B
268,Western,Lira,Secondary,3.089961894908548,37,Male,1000015,Tap,Maize,2024,ITEM-267,DAP,421,Store A
269,Northern,Arua,Secondary,6.249178922684823,62,Female,1492821,Borehole,Beans,2024,ITEM-268,Maize Seed,795,Store A
270,Northern,Kampala,Secondary,4.478106019091961,53,Female,1034416,Borehole,Maize,2022,ITEM-269,Hoe,192,Store B
271,Eastern,Arua,Primary,2.5577955855852195,24,Male,440734,Well,Beans,2024,ITEM-270,Maize Seed,426,Store B
272,Western,Kampala,Secondary,4.9696577513456255,40,Male,1219326,Borehole,Coffee,2022,ITEM-271,Hoe,125,Store B
273,Western,Kampala,Secondary,3.3710719191340783,51,Male,845534,River,Cassava,2024,ITEM-272,Maize Seed,883,Store B
274,Western,Kampala,Primary,2.663477479167453,49,Female,1220160,River,Cassava,2022,ITEM-273,Maize Seed,408,Store B
275,Central,Lira,University,6.0831337796424085,38,Male,375946,Borehole,Coffee,2022,ITEM-274,DAP,966,Store A
276,Western,Gulu,Secondary,5.758679910088983,23,Female,1157701,Borehole,Maize,2023,ITEM-275,Maize Seed,788,Store A
277,Central,Arua,Secondary,3.141360650602919,33,Female,853398,River,Cassava,2023,ITEM-276,Hoe,685,Store B
278,Eastern,Lira,University,6.863165459307173,52,Female,733384,Tap,Maize,2023,ITEM-277,Maize Seed,664,Store A
279,Central,Lira,Secondary,4.529315785151776,64,Female,1450739,Well,Cassava,2022,ITEM-278,Maize Seed,446,Store B
280,Eastern,Lira,University,7.1948257444077015,37,Male,691471,Well,Beans,2023,ITEM-279,Maize Seed,327,Store A
281,Western,Lira,Secondary,3.618764826917168,59,Male,1846397,Tap,Cassava,2023,ITEM-280,Hoe,825,Store A
282,Western,Lira,None,0.3044905978549022,58,Male,1980281,Well,Beans,2023,ITEM-281,Hoe,615,Store A
283,Eastern,Mbarara,Secondary,3.633204826953901,28,Male,1210405,Borehole,Cassava,2022,ITEM-282,Hoe,259,Store B
284,Northern,Arua,Secondary,4.728325434210283,49,Male,1536338,Borehole,Cassava,2022,ITEM-283,Maize Seed,920,Store B
285,Eastern,Lira,Secondary,4.056154229088037,31,Female,422572,Borehole,Cassava,2023,ITEM-284,DAP,456,Store B
286,Northern,Arua,Primary,3.2962088084525214,41,Female,734156,Well,Cassava,2023,ITEM-285,Hoe,506,Store A
287,Central,Mbarara,Primary,2.977003719395073,61,Female,484026,Tap,Cassava,2022,ITEM-286,Maize Seed,352,Store B
288,Central,Mbarara,Primary,0.22308730190039228,56,Female,1662431,Borehole,Maize,2022,ITEM-287,Hoe,436,Store A
289,Central,Arua,Primary,2.747497796837211,60,Male,892323,Tap,Beans,2023,ITEM-288,DAP,827,Store A
290,Western,Kampala,Secondary,6.45045476781627,48,Female,1617480,River,Beans,2023,ITEM-289,Maize Seed,837,Store B
291,Central,Gulu,Primary,3.8252690510383314,34,Female,1088557,River,Cassava,2023,ITEM-290,Hoe,249,Store A
292,Northern,Kampala,Secondary,4.6220131607069685,42,Female,1636397,River,Maize,2022,ITEM-291,Hoe,68,Store A
293,Central,Kampala,Secondary,3.140607869530056,26,Female,970724,Well,Maize,2023,ITEM-292,DAP,536,Store A
294,Eastern,Kampala,Secondary,4.677553716125646,39,Female,360542,Well,Coffee,2022,ITEM-293,Hoe,806,Store B
295,Eastern,Lira,University,7.539749939878259,62,Female,1096414,Borehole,Coffee,2024,ITEM-294,Maize Seed,212,Store B
296,Western,Mbarara,Secondary,3.946253319172416,52,Male,1843578,River,Maize,2023,ITEM-295,Maize Seed,758,Store B
297,Eastern,Kampala,Secondary,4.516742058804438,54,Male,1443318,Tap,Coffee,2024,ITEM-296,DAP,475,Store A
298,Northern,Mbarara,Secondary,5.709662458396041,34,Female,931794,Well,Beans,2022,ITEM-297,DAP,305,Store A
299,Central,Arua,Primary,1.6427255802582743,45,Female,1581822,Tap,Maize,2024,ITEM-298,DAP,296,Store B
300,Western,Gulu,University,5.741700395040873,18,Female,1924289,Tap,Coffee,2023,ITEM-299,Maize Seed,82,Store A
301,Central,Arua,Primary,3.1926993259942127,26,Female,495519,Borehole,Maize,2024,ITEM-300,DAP,735,Store B
302,Central,Arua,None,1.6575426361980803,30,Female,533354,Borehole,Coffee,2024,ITEM-301,Hoe,532,Store B
303,Northern,Lira,Secondary,5.228838295412812,64,Male,1768097,Tap,Maize,2024,ITEM-302,Hoe,346,Store B
304,Eastern,Gulu,None,1.7697938119037695,49,Male,877632,Tap,Cassava,2022,ITEM-303,Maize Seed,746,Store B
305,Eastern,Arua,University,6.232244936825806,45,Female,1139220,Tap,Beans,2023,ITEM-304,Hoe,327,Store A
306,Central,Arua,Secondary,4.632192651465405,48,Male,1599996,Tap,Coffee,2022,ITEM-305,DAP,212,Store A
307,Western,Gulu,University,5.657873456703826,25,Female,1075138,River,Cassava,2024,ITEM-306,Hoe,240,Store A
308,Eastern,Gulu,Secondary,3.9496812882670063,25,Female,366234,Tap,Maize,2024,ITEM-307,DAP,913,Store B
309,Western,Arua,Secondary,4.702799230966404,51,Male,1846470,Well,Cassava,2022,ITEM-308,Hoe,572,Store A
310,Eastern,Gulu,University,6.43948578327611,40,Male,1671264,Borehole,Beans,2022,ITEM-309,Maize Seed,66,Store B
311,Western,Arua,Primary,4.968052182229827,27,Male,1438152,Well,Coffee,2024,ITEM-310,DAP,653,Store B
312,Northern,Arua,University,4.907815751176333,54,Male,844125,Borehole,Coffee,2023,ITEM-311,Hoe,429,Store B
313,Western,Lira,Primary,1.9525096430011892,42,Female,1435089,Borehole,Maize,2022,ITEM-312,Maize Seed,924,Store A
314,Northern,Kampala,Secondary,3.26222016613009,50,Male,1619063,Borehole,Beans,2024,ITEM-313,Hoe,289,Store B
315,Northern,Arua,Primary,1.7996511925420466,62,Male,261401,Well,Cassava,2024,ITEM-314,Maize Seed,818,Store A
316,Western,Mbarara,Secondary,3.5570017765191215,21,Male,1569555,Borehole,Maize,2023,ITEM-315,Hoe,314,Store A
317,Northern,Kampala,Primary,1.1735793131410068,24,Female,519080,Tap,Coffee,2024,ITEM-316,DAP,475,Store A
318,Central,Kampala,University,7.552702148572627,50,Female,362590,Tap,Cassava,2022,ITEM-317,DAP,746,Store A
319,Northern,Kampala,University,6.2529047026128985,19,Female,1464583,River,Maize,2024,ITEM-318,DAP,183,Store A
320,Eastern,Lira,University,6.963573335588655,63,Male,385534,River,Cassava,2024,ITEM-319,DAP,813,Store A
321,Western,Arua,Primary,2.065174238089755,49,Male,1113878,River,Cassava,2024,ITEM-320,DAP,275,Store A
322,Central,Lira,Secondary,3.5091195877137906,22,Male,1931249,Tap,Maize,2024,ITEM-321,Hoe,256,Store A
323,Western,Arua,Secondary,5.872279236086849,63,Female,1639064,Well,Cassava,2023,ITEM-322,Hoe,87,Store B
324,Eastern,Lira,Primary,3.422932182209408,34,Male,1047981,River,Cassava,2022,ITEM-323,Hoe,656,Store B
325,Eastern,Lira,Primary,0.6317996000448551,29,Male,1117266,Tap,Beans,2024,ITEM-324,Hoe,661,Store A
326,Eastern,Mbarara,Secondary,2.2258625516641133,29,Female,1115177,Borehole,Beans,2022,ITEM-325,DAP,863,Store A
327,Northern,Lira,Secondary,5.242608835636487,52,Male,848255,Well,Coffee,2023,ITEM-326,Maize Seed,262,Store A
328,Northern,Gulu,Secondary,3.6801466084512464,38,Male,704563,Well,Beans,2022,ITEM-327,DAP,484,Store A
329,Western,Mbarara,Secondary,2.5509176660657777,38,Male,1604980,Tap,Maize,2023,ITEM-328,Hoe,185,Store A
330,Western,Lira,None,2.245735132540341,19,Male,1013317,Tap,Cassava,2022,ITEM-329,DAP,430,Store B
331,Central,Kampala,None,1.3691240500990902,38,Female,1293136,Borehole,Coffee,2022,ITEM-330,DAP,980,Store A
332,Central,Gulu,None,1.4515710848323196,32,Female,1262189,Borehole,Beans,2024,ITEM-331,DAP,941,Store A
333,Western,Gulu,University,7.609539272005907,28,Female,1385735,Borehole,Cassava,2022,ITEM-332,Maize Seed,581,Store A
334,Northern,Gulu,None,0.2,27,Male,1677493,Well,Maize,2024,ITEM-333,DAP,470,Store B
335,Eastern,Mbarara,Primary,0.8684991786158354,35,Male,1267241,Well,Cassava,2024,ITEM-334,DAP,873,Store B
336,Western,Lira,Primary,4.0809542949032025,40,Female,830856,River,Maize,2022,ITEM-335,Maize Seed,263,Store A
337,Central,Lira,University,5.362833239257707,48,Male,491766,River,Cassava,2024,ITEM-336,DAP,529,Store B
338,Northern,Kampala,University,5.577762202924436,43,Female,1606554,River,Coffee,2022,ITEM-337,DAP,912,Store B
339,Western,Kampala,Secondary,3.177564620454234,19,Female,1986339,Well,Coffee,2024,ITEM-338,DAP,116,Store B
340,Western,Gulu,Secondary,6.279945923690523,56,Male,1290565,Borehole,Beans,2024,ITEM-339,DAP,180,Store B
341,Northern,Kampala,Secondary,4.693383300411523,24,Female,1817605,River,Beans,2023,ITEM-340,DAP,67,Store B
342,Western,Mbarara,None,2.16540797443538,41,Female,1720492,Borehole,Cassava,2023,ITEM-341,Hoe,346,Store B
343,Northern,Lira,University,6.996167545578729,56,Female,1793027,Borehole,Cassava,2022,ITEM-342,DAP,351,Store B
344,Eastern,Gulu,Secondary,3.5981127887987667,49,Female,271637,Borehole,Beans,2024,ITEM-343,Maize Seed,951,Store B
345,Northern,Kampala,Secondary,4.8312912832601675,43,Female,1307751,River,Beans,2023,ITEM-344,DAP,299,Store A
346,Northern,Mbarara,Secondary,2.6433840292031965,40,Female,958618,River,Cassava,2023,ITEM-345,Hoe,93,Store A
347,Northern,Mbarara,Secondary,3.1047165479035055,31,Male,455972,Borehole,Cassava,2023,ITEM-346,Maize Seed,126,Store B
348,Western,Kampala,Secondary,4.932975179261481,46,Female,1746376,River,Cassava,2024,ITEM-347,Maize Seed,721,Store B
349,Western,Lira,University,5.44274476917322,42,Female,1383123,Tap,Coffee,2022,ITEM-348,DAP,543,Store A
350,Northern,Kampala,University,6.610918530838126,48,Male,794547,River,Maize,2024,ITEM-349,Hoe,228,Store A
351,Western,Gulu,Secondary,4.056487655644588,19,Male,1525610,Borehole,Maize,2024,ITEM-350,DAP,747,Store B
352,Central,Kampala,Secondary,3.6713379966628383,19,Female,1402918,Borehole,Beans,2023,ITEM-351,Hoe,926,Store A
353,Central,Mbarara,None,0.2,40,Male,1341965,Well,Coffee,2024,ITEM-352,Hoe,792,Store B
354,Western,Kampala,Secondary,3.5710711088113074,64,Male,667353,Well,Cassava,2024,ITEM-353,DAP,910,Store A
355,Western,Lira,None,0.3750316230675145,28,Female,527461,Borehole,Cassava,2023,ITEM-354,Hoe,111,Store B
356,Northern,Arua,Secondary,4.361439863287699,46,Male,1969053,Tap,Beans,2023,ITEM-355,DAP,666,Store A
357,Eastern,Kampala,University,6.910490538699468,59,Female,545123,Well,Beans,2024,ITEM-356,Hoe,465,Store B
358,Western,Lira,Secondary,4.5779614599368745,52,Female,1631781,Borehole,Coffee,2023,ITEM-357,Maize Seed,668,Store A
359,Central,Lira,Secondary,3.5240137270256024,26,Female,453154,Well,Maize,2022,ITEM-358,DAP,782,Store A
360,Northern,Mbarara,Primary,3.022777950465892,49,Female,1117174,Well,Maize,2022,ITEM-359,Hoe,800,Store B
361,Western,Lira,Primary,0.9439932672263169,47,Male,1234501,Borehole,Cassava,2022,ITEM-360,Maize Seed,860,Store B
362,Central,Lira,Secondary,2.3780952673476463,32,Female,1442242,River,Beans,2022,ITEM-361,Maize Seed,535,Store A
363,Central,Lira,Primary,0.2,31,Male,938880,Tap,Coffee,2022,ITEM-362,Maize Seed,275,Store A
364,Eastern,Lira,Primary,2.0007027604280028,34,Male,983227,River,Cassava,2023,ITEM-363,Maize Seed,296,Store B
365,Northern,Gulu,Secondary,3.4467017756614426,39,Female,1209268,Borehole,Maize,2023,ITEM-364,DAP,150,Store A
366,Northern,Gulu,Secondary,4.9893156118546,47,Female,911865,Borehole,Maize,2022,ITEM-365,Hoe,904,Store A
367,Eastern,Mbarara,Secondary,3.5513374129511304,34,Male,1421905,Tap,Coffee,2022,ITEM-366,Maize Seed,415,Store A
368,Eastern,Kampala,None,1.4733763479442672,33,Female,410582,Borehole,Cassava,2022,ITEM-367,Hoe,302,Store A
369,Northern,Lira,Secondary,5.013296576583077,25,Female,839327,Well,Coffee,2023,ITEM-368,Hoe,944,Store A
370,Northern,Kampala,Secondary,3.5136809243508846,56,Female,834006,Tap,Cassava,2023,ITEM-369,Hoe,915,Store B
371,Western,Kampala,Secondary,4.498052210107176,48,Male,1193663,River,Maize,2024,ITEM-370,DAP,40,Store A
372,Western,Mbarara,Secondary,5.201927548955195,29,Male,1657187,Tap,Beans,2024,ITEM-371,DAP,180,Store A
373,Eastern,Lira,Primary,1.2618372251944328,50,Male,1320581,River,Beans,2024,ITEM-372,Maize Seed,364,Store B
374,Western,Lira,Secondary,4.224852338244644,29,Male,1273616,Borehole,Maize,2024,ITEM-373,Hoe,214,Store B
375,Central,Arua,Secondary,3.517965616800686,42,Female,309009,River,Beans,2023,ITEM-374,DAP,487,Store B
376,Western,Kampala,University,5.625510117506861,55,Female,1841566,River,Beans,2023,ITEM-375,DAP,941,Store B
377,Western,Kampala,Secondary,2.6635482595097715,35,Male,1270213,River,Cassava,2023,ITEM-376,DAP,300,Store B
378,Central,Gulu,Secondary,3.0093514278213,36,Male,267745,Tap,Coffee,2023,ITEM-377,Maize Seed,120,Store A
379,Eastern,Arua,Secondary,4.2600290057520125,20,Male,1126251,Well,Cassava,2022,ITEM-378,DAP,77,Store A
380,Central,Gulu,Secondary,2.5891555444382535,52,Male,1216107,River,Coffee,2024,ITEM-379,Hoe,704,Store A
381,Western,Gulu,University,6.249272975911363,22,Male,351322,Tap,Coffee,2023,ITEM-380,DAP,382,Store B
382,Eastern,Gulu,Secondary,5.0131944068528975,52,Female,1076899,Tap,Beans,2023,ITEM-381,DAP,205,Store B
383,Western,Mbarara,Secondary,4.649010963418936,44,Male,311855,Well,Coffee,2024,ITEM-382,Maize Seed,135,Store B
384,Central,Mbarara,Secondary,3.669492377061843,54,Male,1478515,Tap,Coffee,2023,ITEM-383,Hoe,696,Store A
385,Central,Gulu,Secondary,5.889690413358724,63,Female,778328,Borehole,Maize,2022,ITEM-384,DAP,271,Store A
386,Western,Arua,Secondary,6.093036413911661,38,Female,1356094,Borehole,Coffee,2023,ITEM-385,Hoe,896,Store A
387,Northern,Kampala,University,6.8261224315397255,33,Female,1673097,Borehole,Maize,2024,ITEM-386,Hoe,933,Store A
388,Northern,Arua,Secondary,1.731457084115692,45,Male,920678,Well,Cassava,2022,ITEM-387,DAP,807,Store A
389,Central,Lira,Secondary,5.08644819701626,42,Female,1968173,Tap,Beans,2022,ITEM-388,Maize Seed,164,Store A
390,Central,Mbarara,University,4.506023659966415,50,Male,1855974,Borehole,Coffee,2024,ITEM-389,Hoe,590,Store B
391,Northern,Kampala,None,2.676146110720066,34,Male,1082827,River,Maize,2024,ITEM-390,DAP,117,Store A
392,Northern,Kampala,Primary,3.5835849007422986,60,Female,1432010,Tap,Cassava,2022,ITEM-391,Hoe,432,Store A
393,Western,Lira,Primary,4.274212504138021,47,Male,603312,Borehole,Cassava,2023,ITEM-392,Hoe,44,Store A
394,Western,Lira,University,7.0602655583677265,58,Male,452138,Tap,Cassava,2024,ITEM-393,Hoe,880,Store A
395,Northern,Gulu,None,0.838614232818162,21,Female,275764,Borehole,Maize,2022,ITEM-394,DAP,53,Store A
396,Western,Mbarara,None,0.7498988663097761,19,Female,864578,River,Maize,2024,ITEM-395,Hoe,664,Store B
397,Western,Mbarara,None,0.6537398289691029,26,Female,1601087,Tap,Beans,2023,ITEM-396,Hoe,732,Store A
398,Eastern,Arua,None,2.1810686536747026,48,Female,1595058,Borehole,Coffee,2023,ITEM-397,Maize Seed,999,Store A
399,Western,Gulu,None,1.912271489505878,42,Female,1689173,Borehole,Cassava,2022,ITEM-398,DAP,425,Store B
400,Central,Gulu,Secondary,4.320225633434213,54,Female,415555,River,Beans,2023,ITEM-399,DAP,294,Store B
401,Western,Gulu,Secondary,3.477818692073028,53,Female,1398983,River,Maize,2023,ITEM-400,Hoe,456,Store A
402,Western,Gulu,Primary,5.129212631300273,22,Female,1950797,Borehole,Beans,2023,ITEM-401,Maize Seed,527,Store A
403,Northern,Mbarara,Primary,3.4123746139628697,41,Female,1016339,Borehole,Cassava,2024,ITEM-402,Hoe,739,Store A
404,Central,Mbarara,None,0.2,41,Female,977431,Well,Cassava,2022,ITEM-403,Hoe,36,Store A
405,Western,Gulu,Primary,1.983743984062873,46,Male,1287963,Well,Beans,2022,ITEM-404,DAP,236,Store A
406,Western,Arua,Secondary,5.131776097408705,62,Male,680783,Tap,Cassava,2022,ITEM-405,Maize Seed,805,Store B
407,Eastern,Kampala,Secondary,3.400461078767316,48,Male,1323231,Tap,Maize,2023,ITEM-406,Hoe,910,Store B
408,Western,Kampala,None,1.5515479588258887,54,Female,1830271,Well,Cassava,2024,ITEM-407,DAP,434,Store A
409,Western,Arua,Secondary,5.1507963003361485,36,Male,658478,Borehole,Coffee,2022,ITEM-408,Hoe,577,Store A
410,Eastern,Gulu,Primary,0.2,40,Male,1646347,River,Coffee,2024,ITEM-409,Hoe,377,Store B
411,Northern,Mbarara,University,6.69196230021075,52,Male,1556815,Tap,Cassava,2022,ITEM-410,Maize Seed,319,Store B
412,Western,Kampala,Secondary,4.131209153565122,23,Male,725330,Borehole,Beans,2023,ITEM-411,Maize Seed,857,Store A
413,Eastern,Lira,Secondary,3.7879275443162106,23,Male,303748,River,Cassava,2022,ITEM-412,Maize Seed,114,Store A
414,Central,Lira,Primary,2.801695134946041,54,Female,450763,River,Coffee,2022,ITEM-413,Hoe,27,Store A
415,Northern,Arua,University,7.4575196074958745,47,Female,1065028,Borehole,Maize,2023,ITEM-414,Maize Seed,214,Store A
416,Central,Gulu,None,1.3420509443246091,18,Female,865593,Borehole,Coffee,2023,ITEM-415,DAP,52,Store A
417,Central,Kampala,Primary,2.126172605950568,25,Male,465232,Tap,Cassava,2022,ITEM-416,Hoe,98,Store A
418,Eastern,Gulu,Primary,3.1326212997842697,45,Male,463790,Well,Cassava,2024,ITEM-417,Maize Seed,595,Store B
419,Western,Kampala,Primary,2.549053409274357,42,Female,1392775,Borehole,Beans,2023,ITEM-418,Hoe,166,Store B
420,Eastern,Arua,University,6.569299586804521,50,Female,1936551,Well,Cassava,2022,ITEM-419,Hoe,275,Store B
421,Eastern,Arua,Secondary,2.887720614661081,55,Female,1969959,Tap,Cassava,2023,ITEM-420,DAP,143,Store B
422,Eastern,Lira,Primary,0.9373452147339216,31,Male,1001885,Well,Maize,2024,ITEM-421,DAP,473,Store A
423,Eastern,Gulu,Secondary,2.86877020728593,28,Female,1038665,Well,Maize,2022,ITEM-422,DAP,610,Store B
424,Northern,Lira,University,7.078329061220215,19,Female,1676307,River,Maize,2022,ITEM-423,Hoe,757,Store B
425,Western,Gulu,University,6.720921252393648,47,Female,1175596,Tap,Beans,2024,ITEM-424,Hoe,141,Store A
426,Central,Lira,Secondary,2.719715901792537,47,Female,1506365,Borehole,Beans,2024,ITEM-425,DAP,750,Store B
427,Central,Mbarara,University,7.445917825793811,21,Female,1199951,Well,Coffee,2022,ITEM-426,Hoe,43,Store A
428,Western,Mbarara,University,8.174309513179095,30,Male,658216,Tap,Beans,2024,ITEM-427,DAP,92,Store A
429,Central,Mbarara,Secondary,3.6015063832836645,24,Male,1593807,River,Maize,2024,ITEM-428,DAP,938,Store B
430,Western,Mbarara,None,0.2,55,Female,384834,River,Beans,2022,ITEM-429,Maize Seed,141,Store B
431,Central,Kampala,Secondary,3.4908736150980877,20,Male,412886,Well,Cassava,2023,ITEM-430,DAP,437,Store B
432,Eastern,Mbarara,University,7.654460626794694,26,Female,457493,Well,Beans,2024,ITEM-431,Maize Seed,875,Store A
433,Central,Arua,Primary,3.048529858534774,31,Female,286392,Borehole,Cassava,2023,ITEM-432,DAP,213,Store B
434,Western,Arua,University,5.877567313988521,28,Male,1981403,Tap,Coffee,2023,ITEM-433,Hoe,808,Store A
435,Western,Kampala,Primary,4.021172137764742,54,Male,846637,Borehole,Cassava,2023,ITEM-434,Maize Seed,345,Store B
436,Western,Mbarara,None,2.5482800659263987,31,Male,1926124,Borehole,Maize,2024,ITEM-435,Hoe,971,Store A
437,Western,Mbarara,Primary,1.766993936723359,36,Male,266019,River,Coffee,2022,ITEM-436,Hoe,506,Store B
438,Western,Mbarara,None,0.45670999703503323,25,Female,1773315,Tap,Coffee,2022,ITEM-437,DAP,451,Store B
439,Northern,Lira,University,6.2071720626205105,24,Male,1121573,Borehole,Coffee,2022,ITEM-438,DAP,837,Store A
440,Northern,Gulu,University,6.292667224611454,24,Female,1393034,River,Maize,2022,ITEM-439,Hoe,267,Store B
441,Central,Lira,University,7.750538007928443,20,Female,893799,Well,Cassava,2022,ITEM-440,DAP,301,Store B
442,Western,Gulu,Secondary,4.625329060476594,20,Female,1956221,Borehole,Coffee,2022,ITEM-441,DAP,975,Store A
443,Central,Mbarara,Primary,3.3770787693505877,35,Female,480301,Well,Maize,2023,ITEM-442,DAP,134,Store B
444,Western,Mbarara,Secondary,4.8735651431867,62,Female,274726,Tap,Coffee,2023,ITEM-443,Hoe,965,Store B
445,Western,Lira,Secondary,5.914527068193732,50,Male,830004,Borehole,Coffee,2023,ITEM-444,Maize Seed,672,Store A
446,Northern,Lira,Secondary,3.1406144561908595,54,Female,1248203,Well,Maize,2024,ITEM-445,Maize Seed,880,Store B
447,Northern,Gulu,Primary,2.880358530383916,45,Male,1474862,Well,Beans,2024,ITEM-446,Hoe,768,Store A
448,Eastern,Arua,Secondary,2.0261787437653025,53,Female,346001,Tap,Coffee,2024,ITEM-447,DAP,184,Store B
449,Northern,Gulu,Secondary,2.883044425903142,33,Male,1877500,River,Beans,2022,ITEM-448,DAP,893,Store B
450,Eastern,Lira,University,6.725146614065153,32,Male,1428395,River,Coffee,2023,ITEM-449,Maize Seed,501,Store A
451,Eastern,Lira,University,7.2182066127545355,46,Female,470057,Borehole,Beans,2024,ITEM-450,Hoe,878,Store B
452,Eastern,Kampala,Secondary,4.098184257970431,35,Female,668747,Well,Cassava,2023,ITEM-451,Hoe,823,Store A
453,Eastern,Lira,Secondary,3.632807581187322,63,Male,1799591,River,Beans,2022,ITEM-452,DAP,89,Store A
454,Eastern,Kampala,Secondary,3.8105821225069625,63,Female,333018,Borehole,Beans,2023,ITEM-453,DAP,628,Store B
455,Central,Arua,None,2.5694409764241044,36,Female,1833925,Well,Beans,2022,ITEM-454,DAP,821,Store A
456,Northern,Gulu,University,6.4159678221198595,46,Male,432791,Borehole,Beans,2024,ITEM-455,Hoe,924,Store B
457,Eastern,Gulu,University,8.549241622043528,23,Male,1446578,Tap,Cassava,2022,ITEM-456,Maize Seed,314,Store A
458,Western,Kampala,Secondary,4.9940170735411336,62,Female,1178976,Borehole,Maize,2022,ITEM-457,Hoe,519,Store B
459,Northern,Gulu,Primary,2.9575373461482304,64,Female,313388,Tap,Beans,2023,ITEM-458,Hoe,353,Store B
