ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,KPI,Baseline,Target,Achieved
250,Northern,Lira,University,6.8330270429657975,48,Male,1171547,Borehole,Maize,2022,Yield Increased,73,520,387
251,Eastern,Arua,Primary,0.8693266325847357,26,Female,1319421,Tap,Cassava,2023,Kits Distributed,86,520,504
252,Central,Mbarara,None,1.370970971568219,46,Female,889299,River,Beans,2022,Kits Distributed,95,520,418
253,Western,Gulu,University,4.38354823478751,54,Female,1176546,Borehole,Maize,2023,Kits Distributed,30,520,384
254,Central,Gulu,Primary,1.9668960751354865,63,Female,1584890,River,Cassava,2024,Yield Increased,82,520,484
255,Central,Mbarara,Secondary,5.824382058600213,24,Female,960072,Well,Coffee,2022,Yield Increased,14,520,447
256,Northern,Mbarara,Primary,2.8251336486317715,55,Female,581577,River,Beans,2024,Kits Distributed,54,520,432
257,Northern,Lira,University,6.979416812831269,41,Female,393020,Well,Beans,2024,Kits Distributed,32,520,323
258,Eastern,Lira,Primary,4.320780376715357,25,Female,1870444,Well,Cassava,2024,Farmers Trained,80,520,329
259,Western,Gulu,University,6.52940010833663,51,Male,1597201,Borehole,Maize,2024,Farmers Trained,51,520,327
260,Northern,Arua,Secondary,5.4618204129341095,43,Male,390828,River,Cassava,2022,Yield Increased,99,520,480
261,Central,Gulu,Primary,2.6293069751663403,45,Male,716076,River,Maize,2022,Farmers Trained,19,520,478
262,Eastern,Arua,Secondary,4.580047463459026,45,Female,1229518,River,Cassava,2024,Kits Distributed,72,520,408
263,Central,Arua,University,5.582695144136987,63,Male,1812268,Borehole,Coffee,2024,Kits Distributed,37,520,434
264,Central,Lira,Secondary,3.717953205171783,24,Female,1455215,Well,Beans,2023,Farmers Trained,2,520,469
265,Northern,Kampala,Primary,1.1024817671561264,20,Male,733983,Well,Maize,2024,Farmers Trained,53,520,334
266,Eastern,Kampala,Secondary,4.104754921774655,39,Male,412135,Well,Coffee,2023,Yield Increased,65,520,418
267,Western,Mbarara,Secondary,4.590402343916267,55,Female,992154,Borehole,Cassava,2023,Farmers Trained,17,520,333
268,Western,Lira,Secondary,3.089961894908548,63,Female,442778,Borehole,Maize,2024,Yield Increased,86,520,402
269,Northern,Arua,Secondary,6.249178922684823,61,Female,1822738,Tap,Maize,2022,Farmers Trained,82,520,500
270,Northern,Kampala,Secondary,4.478106019091961,35,Female,594057,River,Coffee,2023,Farmers Trained,6,520,416
271,Eastern,Arua,Primary,2.5577955855852195,29,Male,874091,Well,Cassava,2022,Farmers Trained,34,520,375
272,Western,Kampala,Secondary,4.9696577513456255,48,Male,587245,Tap,Coffee,2024,Farmers Trained,83,520,353
273,Western,Kampala,Secondary,3.3710719191340783,56,Female,1773509,Tap,Cassava,2024,Kits Distributed,83,520,328
274,Western,Kampala,Primary,2.663477479167453,22,Male,1804980,River,Coffee,2024,Kits Distributed,82,520,437
275,Central,Lira,University,6.0831337796424085,61,Male,765271,Borehole,Coffee,2024,Kits Distributed,79,520,326
276,Western,Gulu,Secondary,5.758679910088983,58,Male,1235464,Tap,Coffee,2023,Farmers Trained,84,520,510
277,Central,Arua,Secondary,3.141360650602919,46,Female,229402,Borehole,Coffee,2023,Yield Increased,92,520,312
278,Eastern,Lira,University,6.863165459307173,60,Female,690501,Borehole,Cassava,2022,Farmers Trained,59,520,341
279,Central,Lira,Secondary,4.529315785151776,53,Female,498613,River,Beans,2022,Kits Distributed,23,520,464
280,Eastern,Lira,University,7.1948257444077015,31,Male,1524628,Tap,Coffee,2023,Yield Increased,92,520,488
281,Western,Lira,Secondary,3.618764826917168,61,Female,260269,Well,Cassava,2024,Yield Increased,94,520,506
282,Western,Lira,None,0.3044905978549022,35,Female,766519,Tap,Beans,2022,Kits Distributed,38,520,320
283,Eastern,Mbarara,Secondary,3.633204826953901,24,Male,1031653,Well,Maize,2023,Farmers Trained,11,520,430
284,Northern,Arua,Secondary,4.728325434210283,40,Female,1242576,Well,Maize,2022,Yield Increased,93,520,435
285,Eastern,Lira,Secondary,4.056154229088037,50,Female,1811262,Borehole,Coffee,2023,Yield Increased,52,520,369
286,Northern,Arua,Primary,3.2962088084525214,62,Female,1835236,Well,Maize,2024,Kits Distributed,63,520,510
287,Central,Mbarara,Primary,2.977003719395073,33,Male,874698,River,Coffee,2023,Yield Increased,3,520,444
288,Central,Mbarara,Primary,0.22308730190039228,54,Female,1911323,Tap,Coffee,2022,Yield Increased,93,520,309
289,Central,Arua,Primary,2.747497796837211,42,Male,1730500,Borehole,Beans,2023,Yield Increased,4,520,440
290,Western,Kampala,Secondary,6.45045476781627,26,Male,1405823,Borehole,Maize,2022,Farmers Trained,15,520,518
291,Central,Gulu,Primary,3.8252690510383314,45,Male,1279371,Well,Coffee,2022,Farmers Trained,26,520,405
292,Northern,Kampala,Secondary,4.6220131607069685,26,Male,1749954,Borehole,Maize,2022,Kits Distributed,3,520,311
293,Central,Kampala,Secondary,3.140607869530056,29,Male,1753726,River,Beans,2024,Farmers Trained,71,520,493
294,Eastern,Kampala,Secondary,4.677553716125646,35,Male,1641640,River,Maize,2024,Yield Increased,47,520,501
295,Eastern,Lira,University,7.539749939878259,44,Female,717157,Borehole,Beans,2023,Farmers Trained,7,520,427
296,Western,Mbarara,Secondary,3.946253319172416,43,Female,1941365,Borehole,Beans,2023,Yield Increased,80,520,512
297,Eastern,Kampala,Secondary,4.516742058804438,43,Male,525249,River,Beans,2022,Yield Increased,45,520,450
298,Northern,Mbarara,Secondary,5.709662458396041,27,Male,975681,Well,Coffee,2024,Farmers Trained,43,520,492
299,Central,Arua,Primary,1.6427255802582743,34,Female,1387061,Borehole,Cassava,2023,Farmers Trained,66,520,427
300,Western,Gulu,University,5.741700395040873,49,Female,446923,Well,Coffee,2023,Farmers Trained,90,520,479
301,Central,Arua,Primary,3.1926993259942127,41,Female,1096807,Borehole,Maize,2024,Farmers Trained,51,520,360
302,Central,Arua,None,1.6575426361980803,60,Male,741953,River,Coffee,2022,Kits Distributed,33,520,325
303,Northern,Lira,Secondary,5.228838295412812,25,Male,669608,Borehole,Coffee,2023,Farmers Trained,61,520,314
304,Eastern,Gulu,None,1.7697938119037695,47,Female,1083068,Borehole,Cassava,2022,Kits Distributed,20,520,321
305,Eastern,Arua,University,6.232244936825806,43,Male,1256763,Borehole,Maize,2024,Yield Increased,23,520,388
306,Central,Arua,Secondary,4.632192651465405,41,Male,789277,River,Beans,2024,Kits Distributed,43,520,364
307,Western,Gulu,University,5.657873456703826,44,Male,750072,River,Beans,2023,Yield Increased,40,520,453
308,Eastern,Gulu,Secondary,3.9496812882670063,32,Male,1917741,River,Maize,2023,Kits Distributed,28,520,320
309,Western,Arua,Secondary,4.702799230966404,45,Female,1028147,Tap,Coffee,2024,Kits Distributed,5,520,451
310,Eastern,Gulu,University,6.43948578327611,28,Male,1039843,Tap,Cassava,2022,Yield Increased,55,520,315
311,Western,Arua,Primary,4.968052182229827,56,Male,1369027,Tap,Cassava,2022,Kits Distributed,13,520,459
312,Northern,Arua,University,4.907815751176333,19,Male,1290762,Tap,Maize,2024,Yield Increased,49,520,315
313,Western,Lira,Primary,1.9525096430011892,26,Male,1502516,River,Maize,2023,Farmers Trained,77,520,504
314,Northern,Kampala,Secondary,3.26222016613009,62,Female,1059543,Borehole,Coffee,2024,Yield Increased,51,520,341
315,Northern,Arua,Primary,1.7996511925420466,40,Male,1618449,River,Cassava,2023,Kits Distributed,87,520,459
316,Western,Mbarara,Secondary,3.5570017765191215,50,Male,959642,Tap,Maize,2022,Farmers Trained,76,520,477
317,Northern,Kampala,Primary,1.1735793131410068,36,Female,1754532,Well,Coffee,2023,Kits Distributed,0,520,340
318,Central,Kampala,University,7.552702148572627,30,Male,228093,Well,Coffee,2022,Farmers Trained,11,520,407
319,Northern,Kampala,University,6.2529047026128985,31,Male,274625,River,Maize,2024,Yield Increased,23,520,424
320,Eastern,Lira,University,6.963573335588655,49,Male,1474638,Borehole,Cassava,2023,Farmers Trained,36,520,451
321,Western,Arua,Primary,2.065174238089755,39,Male,1795338,Tap,Beans,2022,Farmers Trained,83,520,312
322,Central,Lira,Secondary,3.5091195877137906,37,Female,470298,Borehole,Coffee,2023,Farmers Trained,69,520,502
323,Western,Arua,Secondary,5.872279236086849,50,Female,1926000,Borehole,Beans,2022,Kits Distributed,75,520,378
324,Eastern,Lira,Primary,3.422932182209408,22,Female,424494,Borehole,Coffee,2022,Farmers Trained,84,520,437
325,Eastern,Lira,Primary,0.6317996000448551,37,Male,1409046,Tap,Cassava,2024,Yield Increased,2,520,341
326,Eastern,Mbarara,Secondary,2.2258625516641133,31,Male,563810,River,Beans,2024,Yield Increased,26,520,468
327,Northern,Lira,Secondary,5.242608835636487,44,Female,1242803,Tap,Maize,2023,Yield Increased,52,520,420
328,Northern,Gulu,Secondary,3.6801466084512464,43,Female,1947805,Tap,Coffee,2022,Farmers Trained,99,520,430
329,Western,Mbarara,Secondary,2.5509176660657777,49,Male,1258222,River,Maize,2024,Yield Increased,16,520,482
330,Western,Lira,None,2.245735132540341,47,Male,1832535,River,Maize,2023,Kits Distributed,14,520,315
331,Central,Kampala,None,1.3691240500990902,44,Male,1248018,River,Cassava,2024,Yield Increased,38,520,343
332,Central,Gulu,None,1.4515710848323196,43,Male,1701499,Well,Maize,2023,Farmers Trained,3,520,508
333,Western,Gulu,University,7.609539272005907,35,Male,316700,Well,Coffee,2024,Yield Increased,16,520,516
334,Northern,Gulu,None,0.2,62,Male,225391,River,Maize,2024,Farmers Trained,10,520,457
335,Eastern,Mbarara,Primary,0.8684991786158354,40,Male,884182,Borehole,Maize,2022,Farmers Trained,11,520,420
336,Western,Lira,Primary,4.0809542949032025,61,Male,1100491,Well,Coffee,2022,Yield Increased,31,520,464
337,Central,Lira,University,5.362833239257707,64,Male,1548592,Tap,Maize,2024,Kits Distributed,26,520,487
338,Northern,Kampala,University,5.577762202924436,41,Male,1205039,Tap,Cassava,2022,Kits Distributed,43,520,504
339,Western,Kampala,Secondary,3.177564620454234,21,Female,275048,Well,Coffee,2024,Yield Increased,42,520,323
340,Western,Gulu,Secondary,6.279945923690523,58,Male,360412,Tap,Cassava,2023,Farmers Trained,90,520,325
341,Northern,Kampala,Secondary,4.693383300411523,20,Male,805893,River,Maize,2024,Yield Increased,48,520,357
342,Western,Mbarara,None,2.16540797443538,60,Male,576754,Tap,Beans,2024,Farmers Trained,92,520,308
343,Northern,Lira,University,6.996167545578729,47,Female,576703,Well,Cassava,2023,Farmers Trained,72,520,425
344,Eastern,Gulu,Secondary,3.5981127887987667,64,Male,1908438,Borehole,Cassava,2023,Farmers Trained,42,520,488
345,Northern,Kampala,Secondary,4.8312912832601675,33,Female,1242718,Tap,Maize,2022,Kits Distributed,2,520,318
346,Northern,Mbarara,Secondary,2.6433840292031965,24,Male,1870636,Tap,Beans,2023,Kits Distributed,28,520,327
347,Northern,Mbarara,Secondary,3.1047165479035055,56,Female,1820884,Borehole,Coffee,2022,Yield Increased,84,520,434
348,Western,Kampala,Secondary,4.932975179261481,39,Female,1510231,Well,Beans,2024,Kits Distributed,34,520,344
349,Western,Lira,University,5.44274476917322,58,Male,1338119,Borehole,Coffee,2023,Farmers Trained,47,520,513
350,Northern,Kampala,University,6.610918530838126,48,Female,1007403,Tap,Maize,2024,Farmers Trained,73,520,427
351,Western,Gulu,Secondary,4.056487655644588,30,Female,1438024,Well,Beans,2022,Yield Increased,86,520,393
352,Central,Kampala,Secondary,3.6713379966628383,58,Male,1254613,River,Maize,2023,Farmers Trained,38,520,490
353,Central,Mbarara,None,0.2,58,Male,905667,Well,Cassava,2022,Yield Increased,88,520,464
354,Western,Kampala,Secondary,3.5710711088113074,46,Male,1094028,Well,Beans,2022,Yield Increased,23,520,315
355,Western,Lira,None,0.3750316230675145,45,Male,1144865,River,Coffee,2023,Farmers Trained,19,520,304
356,Northern,Arua,Secondary,4.361439863287699,61,Male,1525186,Well,Cassava,2023,Kits Distributed,14,520,456
357,Eastern,Kampala,University,6.910490538699468,36,Male,996059,Tap,Coffee,2022,Farmers Trained,84,520,351
358,Western,Lira,Secondary,4.5779614599368745,40,Female,614809,Tap,Cassava,2023,Farmers Trained,75,520,450
359,Central,Lira,Secondary,3.5240137270256024,64,Female,775985,Tap,Coffee,2022,Yield Increased,17,520,305
360,Northern,Mbarara,Primary,3.022777950465892,25,Male,1203124,Tap,Coffee,2024,Kits Distributed,59,520,463
361,Western,Lira,Primary,0.9439932672263169,42,Male,1796013,River,Maize,2024,Yield Increased,86,520,484
362,Central,Lira,Secondary,2.3780952673476463,55,Male,741025,Tap,Cassava,2023,Farmers Trained,92,520,460
363,Central,Lira,Primary,0.2,55,Male,1316430,Well,Maize,2023,Yield Increased,40,520,348
364,Eastern,Lira,Primary,2.0007027604280028,52,Female,1229511,Borehole,Maize,2024,Yield Increased,99,520,468
365,Northern,Gulu,Secondary,3.4467017756614426,43,Female,1162991,River,Maize,2022,Farmers Trained,68,520,379
366,Northern,Gulu,Secondary,4.9893156118546,20,Male,749602,River,Maize,2022,Yield Increased,89,520,482
367,Eastern,Mbarara,Secondary,3.5513374129511304,19,Female,1147955,Borehole,Coffee,2022,Farmers Trained,74,520,397
368,Eastern,Kampala,None,1.4733763479442672,22,Female,1057395,Tap,Maize,2023,Yield Increased,10,520,406
369,Northern,Lira,Secondary,5.013296576583077,37,Male,892731,Tap,Maize,2022,Kits Distributed,55,520,453
370,Northern,Kampala,Secondary,3.5136809243508846,29,Male,1404278,Well,Maize,2023,Farmers Trained,17,520,336
371,Western,Kampala,Secondary,4.498052210107176,55,Female,1430884,Tap,Coffee,2023,Kits Distributed,11,520,504
372,Western,Mbarara,Secondary,5.201927548955195,33,Male,292214,Tap,Cassava,2023,Yield Increased,15,520,415
373,Eastern,Lira,Primary,1.2618372251944328,54,Male,1273675,Well,Coffee,2024,Kits Distributed,26,520,316
374,Western,Lira,Secondary,4.224852338244644,55,Male,297170,Tap,Coffee,2022,Kits Distributed,99,520,331
375,Central,Arua,Secondary,3.517965616800686,53,Female,1199886,Borehole,Coffee,2023,Kits Distributed,16,520,455
376,Western,Kampala,University,5.625510117506861,63,Female,1507320,Tap,Cassava,2022,Yield Increased,84,520,324
377,Western,Kampala,Secondary,2.6635482595097715,46,Female,1463069,Borehole,Maize,2024,Farmers Trained,30,520,474
378,Central,Gulu,Secondary,3.0093514278213,52,Female,1064036,Borehole,Maize,2022,Yield Increased,34,520,321
379,Eastern,Arua,Secondary,4.2600290057520125,54,Male,544779,Borehole,Cassava,2024,Yield Increased,26,520,518
380,Central,Gulu,Secondary,2.5891555444382535,38,Male,1417746,Tap,Cassava,2023,Yield Increased,86,520,360
381,Western,Gulu,University,6.249272975911363,38,Female,1931809,Tap,Beans,2023,Farmers Trained,31,520,425
382,Eastern,Gulu,Secondary,5.0131944068528975,45,Female,878918,River,Maize,2024,Yield Increased,16,520,343
383,Western,Mbarara,Secondary,4.649010963418936,23,Male,391195,Well,Coffee,2023,Yield Increased,10,520,401
384,Central,Mbarara,Secondary,3.669492377061843,37,Female,1803382,Well,Coffee,2022,Farmers Trained,0,520,319
385,Central,Gulu,Secondary,5.889690413358724,53,Female,252763,River,Maize,2022,Farmers Trained,91,520,408
386,Western,Arua,Secondary,6.093036413911661,30,Female,1978652,Borehole,Cassava,2024,Farmers Trained,81,520,477
387,Northern,Kampala,University,6.8261224315397255,57,Female,1307748,Well,Beans,2022,Kits Distributed,48,520,387
388,Northern,Arua,Secondary,1.731457084115692,28,Female,937491,River,Coffee,2023,Farmers Trained,40,520,474
389,Central,Lira,Secondary,5.08644819701626,41,Female,682492,Borehole,Beans,2023,Kits Distributed,19,520,346
390,Central,Mbarara,University,4.506023659966415,36,Female,1472906,River,Coffee,2023,Kits Distributed,70,520,499
391,Northern,Kampala,None,2.676146110720066,40,Male,1232945,Tap,Coffee,2022,Yield Increased,36,520,350
392,Northern,Kampala,Primary,3.5835849007422986,48,Male,1121254,Tap,Maize,2023,Kits Distributed,15,520,482
393,Western,Lira,Primary,4.274212504138021,54,Male,867241,Borehole,Coffee,2022,Yield Increased,38,520,505
394,Western,Lira,University,7.0602655583677265,54,Female,478963,Borehole,Beans,2024,Kits Distributed,44,520,338
395,Northern,Gulu,None,0.838614232818162,20,Male,1864877,Tap,Beans,2023,Farmers Trained,63,520,313
396,Western,Mbarara,None,0.7498988663097761,51,Male,359827,Well,Maize,2024,Yield Increased,46,520,496
397,Western,Mbarara,None,0.6537398289691029,46,Male,1274387,Well,Coffee,2022,Kits Distributed,22,520,474
398,Eastern,Arua,None,2.1810686536747026,20,Male,651338,Tap,Beans,2022,Yield Increased,31,520,320
399,Western,Gulu,None,1.912271489505878,32,Female,1548417,Well,Cassava,2024,Farmers Trained,48,520,442
400,Central,Gulu,Secondary,4.320225633434213,24,Male,785484,Tap,Maize,2023,Kits Distributed,80,520,399
401,Western,Gulu,Secondary,3.477818692073028,20,Male,1885964,River,Cassava,2023,Kits Distributed,18,520,396
402,Western,Gulu,Primary,5.129212631300273,64,Male,611560,River,Beans,2023,Farmers Trained,97,520,508
403,Northern,Mbarara,Primary,3.4123746139628697,60,Male,220656,River,Cassava,2024,Kits Distributed,77,520,511
404,Central,Mbarara,None,0.2,33,Female,357454,Well,Maize,2022,Kits Distributed,66,520,300
405,Western,Gulu,Primary,1.983743984062873,62,Female,1410679,River,Cassava,2024,Yield Increased,38,520,507
406,Western,Arua,Secondary,5.131776097408705,51,Male,402421,Borehole,Beans,2022,Kits Distributed,88,520,408
407,Eastern,Kampala,Secondary,3.400461078767316,37,Male,260574,Borehole,Cassava,2023,Farmers Trained,59,520,381
408,Western,Kampala,None,1.5515479588258887,61,Male,1709052,River,Cassava,2023,Kits Distributed,10,520,437
409,Western,Arua,Secondary,5.1507963003361485,56,Male,257529,Borehole,Cassava,2022,Yield Increased,48,520,450
410,Eastern,Gulu,Primary,0.2,50,Female,1643286,River,Coffee,2023,Kits Distributed,14,520,317
411,Northern,Mbarara,University,6.69196230021075,31,Female,611579,River,Beans,2024,Yield Increased,82,520,357
412,Western,Kampala,Secondary,4.131209153565122,59,Male,877172,Tap,Cassava,2022,Kits Distributed,60,520,425
413,Eastern,Lira,Secondary,3.7879275443162106,52,Female,1355317,River,Beans,2023,Yield Increased,42,520,372
414,Central,Lira,Primary,2.801695134946041,28,Female,820348,Borehole,Cassava,2023,Yield Increased,14,520,409
415,Northern,Arua,University,7.4575196074958745,37,Male,1244431,Well,Maize,2023,Kits Distributed,78,520,504
416,Central,Gulu,None,1.3420509443246091,47,Male,1255736,River,Maize,2023,Farmers Trained,78,520,351
417,Central,Kampala,Primary,2.126172605950568,45,Female,1420991,Tap,Maize,2022,Farmers Trained,72,520,345
418,Eastern,Gulu,Primary,3.1326212997842697,32,Female,747881,Borehole,Cassava,2022,Kits Distributed,4,520,406
419,Western,Kampala,Primary,2.549053409274357,55,Female,1904220,Tap,Beans,2023,Kits Distributed,82,520,312
420,Eastern,Arua,University,6.569299586804521,30,Male,1689875,River,Maize,2024,Kits Distributed,87,520,395
421,Eastern,Arua,Secondary,2.887720614661081,64,Male,368923,River,Coffee,2024,Kits Distributed,28,520,316
422,Eastern,Lira,Primary,0.9373452147339216,52,Male,744666,River,Maize,2024,Kits Distributed,61,520,366
423,Eastern,Gulu,Secondary,2.86877020728593,64,Male,1912427,River,Maize,2024,Farmers Trained,59,520,360
424,Northern,Lira,University,7.078329061220215,41,Female,1051932,Borehole,Coffee,2022,Yield Increased,68,520,364
425,Western,Gulu,University,6.720921252393648,18,Male,987891,Well,Maize,2022,Yield Increased,21,520,480
426,Central,Lira,Secondary,2.719715901792537,59,Female,1655472,River,Cassava,2024,Farmers Trained,12,520,432
427,Central,Mbarara,University,7.445917825793811,41,Female,743593,Tap,Cassava,2022,Farmers Trained,49,520,459
428,Western,Mbarara,University,8.174309513179095,44,Female,1414949,Borehole,Maize,2024,Yield Increased,46,520,388
429,Central,Mbarara,Secondary,3.6015063832836645,35,Female,1936628,Borehole,Beans,2023,Farmers Trained,28,520,472
430,Western,Mbarara,None,0.2,43,Male,894707,Borehole,Beans,2023,Kits Distributed,79,520,355
431,Central,Kampala,Secondary,3.4908736150980877,46,Female,348261,Tap,Maize,2024,Farmers Trained,99,520,304
432,Eastern,Mbarara,University,7.654460626794694,25,Female,1911531,Well,Coffee,2022,Farmers Trained,16,520,400
433,Central,Arua,Primary,3.048529858534774,61,Male,677364,Tap,Cassava,2024,Farmers Trained,19,520,386
434,Western,Arua,University,5.877567313988521,43,Female,264370,Tap,Cassava,2022,Farmers Trained,77,520,503
435,Western,Kampala,Primary,4.021172137764742,22,Male,464065,Tap,Cassava,2023,Yield Increased,5,520,461
436,Western,Mbarara,None,2.5482800659263987,50,Male,1876140,River,Maize,2022,Yield Increased,21,520,360
437,Western,Mbarara,Primary,1.766993936723359,57,Male,1507317,River,Cassava,2024,Yield Increased,8,520,514
438,Western,Mbarara,None,0.45670999703503323,22,Male,1250963,Tap,Maize,2023,Yield Increased,31,520,507
439,Northern,Lira,University,6.2071720626205105,64,Female,538410,Tap,Maize,2023,Kits Distributed,87,520,489
440,Northern,Gulu,University,6.292667224611454,53,Male,1591086,River,Beans,2022,Kits Distributed,32,520,368
441,Central,Lira,University,7.750538007928443,30,Female,1479948,River,Coffee,2023,Yield Increased,76,520,362
442,Western,Gulu,Secondary,4.625329060476594,34,Female,204825,Well,Coffee,2023,Yield Increased,98,520,343
443,Central,Mbarara,Primary,3.3770787693505877,30,Male,1253858,Tap,Coffee,2022,Yield Increased,69,520,327
444,Western,Mbarara,Secondary,4.8735651431867,42,Female,1131373,Borehole,Cassava,2023,Farmers Trained,48,520,497
445,Western,Lira,Secondary,5.914527068193732,19,Female,710407,Well,Beans,2024,Kits Distributed,29,520,312
446,Northern,Lira,Secondary,3.1406144561908595,41,Female,1264027,Borehole,Beans,2022,Kits Distributed,15,520,470
447,Northern,Gulu,Primary,2.880358530383916,53,Male,1215912,Well,Maize,2022,Farmers Trained,64,520,329
448,Eastern,Arua,Secondary,2.0261787437653025,42,Female,1501198,Tap,Beans,2022,Farmers Trained,81,520,453
449,Northern,Gulu,Secondary,2.883044425903142,51,Male,873265,Borehole,Maize,2022,Farmers Trained,85,520,508
450,Eastern,Lira,University,6.725146614065153,29,Male,333770,River,Beans,2024,Kits Distributed,89,520,362
451,Eastern,Lira,University,7.2182066127545355,36,Male,872252,Well,Maize,2022,Farmers Trained,13,520,372
452,Eastern,Kampala,Secondary,4.098184257970431,59,Female,772356,Borehole,Cassava,2024,Farmers Trained,55,520,356
453,Eastern,Lira,Secondary,3.632807581187322,47,Female,1844590,Well,Beans,2022,Farmers Trained,36,520,363
454,Eastern,Kampala,Secondary,3.8105821225069625,54,Female,1671481,Tap,Coffee,2022,Yield Increased,48,520,507
455,Central,Arua,None,2.5694409764241044,60,Male,432198,Borehole,Maize,2023,Farmers Trained,77,520,476
456,Northern,Gulu,University,6.4159678221198595,18,Female,1280180,Borehole,Beans,2023,Yield Increased,89,520,351
457,Eastern,Gulu,University,8.549241622043528,20,Male,1363327,Borehole,Beans,2024,Kits Distributed,49,520,362
458,Western,Kampala,Secondary,4.9940170735411336,43,Male,1580177,Well,Maize,2023,Kits Distributed,35,520,509
459,Northern,Gulu,Primary,2.9575373461482304,32,Female,556671,River,Beans,2022,Kits Distributed,51,520,440
460,Northern,Lira,Primary,1.3064030896790044,63,Female,1134747,River,Coffee,2024,Yield Increased,22,520,392
461,Eastern,Mbarara,Secondary,5.135238161399627,64,Male,1816651,River,Maize,2023,Farmers Trained,65,520,406
462,Central,Kampala,None,0.7062294222515006,45,Male,627531,Tap,Maize,2022,Kits Distributed,70,520,408
463,Eastern,Gulu,University,5.6055602419943,21,Female,1542755,Borehole,Maize,2023,Farmers Trained,44,520,387
464,Central,Kampala,None,1.7128436130793774,36,Female,759132,River,Maize,2023,Yield Increased,85,520,344
465,Western,Kampala,Primary,1.1120539394334603,41,Female,1754058,River,Maize,2023,Kits Distributed,27,520,407
466,Northern,Mbarara,University,6.037758537870418,57,Male,478964,Borehole,Coffee,2023,Farmers Trained,19,520,345
467,Western,Lira,Secondary,4.189884088531088,23,Female,1467653,Tap,Maize,2022,Farmers Trained,48,520,376
468,Central,Kampala,Primary,4.7184214241147275,33,Female,508820,Well,Coffee,2023,Kits Distributed,56,520,516
469,Central,Gulu,Primary,1.8130842442075124,49,Male,512058,Well,Coffee,2024,Farmers Trained,81,520,468
470,Western,Arua,None,0.7417834806994246,47,Male,1904671,Well,Coffee,2024,Yield Increased,87,520,345
471,Central,Kampala,Secondary,4.932345054421646,52,Female,534894,Borehole,Maize,2023,Kits Distributed,96,520,428
472,Western,Kampala,None,0.2,25,Female,223968,Tap,Coffee,2024,Kits Distributed,58,520,500
473,Northern,Mbarara,Secondary,4.6428063810209155,22,Female,1555344,Borehole,Maize,2023,Kits Distributed,25,520,495
474,Western,Lira,University,8.005926807616587,54,Male,1613118,Well,Coffee,2022,Kits Distributed,18,520,391
475,Northern,Arua,Primary,2.1929051152888985,29,Female,780034,River,Maize,2022,Yield Increased,12,520,311
476,Western,Gulu,University,7.826154281396866,42,Male,1580984,River,Beans,2024,Yield Increased,73,520,387
477,Central,Arua,University,7.0914499232118064,50,Female,324458,River,Beans,2024,Farmers Trained,61,520,372
478,Western,Gulu,None,0.46931803619621937,56,Male,600457,Well,Coffee,2023,Yield Increased,13,520,462
479,Central,Lira,University,6.6021953141034935,41,Female,1986932,Tap,Cassava,2023,Farmers Trained,72,520,401
480,Western,Gulu,Secondary,3.8202426600197583,28,Female,407080,Well,Cassava,2023,Farmers Trained,10,520,398
481,Western,Mbarara,University,6.712361742183522,59,Female,1225898,Borehole,Beans,2022,Kits Distributed,66,520,460
482,Eastern,Mbarara,Secondary,4.3527178992198285,52,Male,916999,Tap,Coffee,2023,Farmers Trained,11,520,357
483,Central,Mbarara,Secondary,4.788199934971857,57,Male,741345,River,Coffee,2022,Kits Distributed,34,520,427
484,Eastern,Mbarara,Secondary,4.708668249587136,18,Male,511844,Tap,Coffee,2024,Farmers Trained,38,520,416
485,Central,Arua,University,4.368286428737852,25,Male,979176,Tap,Cassava,2022,Yield Increased,31,520,334
486,Eastern,Lira,Secondary,4.102691811227974,40,Female,738720,Well,Beans,2024,Kits Distributed,13,520,473
487,Northern,Gulu,Secondary,2.690578086593238,37,Male,1834352,Tap,Coffee,2022,Farmers Trained,64,520,383
488,Western,Gulu,University,6.524272747532674,49,Male,1872063,Well,Beans,2022,Yield Increased,26,520,365
489,Central,Mbarara,Primary,2.37621041218908,28,Female,1791817,Borehole,Beans,2023,Yield Increased,59,520,471
490,Central,Mbarara,Primary,3.476148358084709,24,Male,456039,Tap,Maize,2024,Kits Distributed,42,520,325
491,Western,Kampala,Primary,2.4698845328999006,47,Female,1462481,Tap,Cassava,2022,Kits Distributed,64,520,341
492,Central,Lira,Primary,2.75921801834326,56,Male,315864,Tap,Beans,2022,Kits Distributed,54,520,376
493,Central,Arua,Primary,3.293056380657429,30,Male,1747369,River,Maize,2024,Farmers Trained,92,520,329
494,Eastern,Gulu,University,8.0277522598193,59,Female,927592,Well,Cassava,2022,Kits Distributed,87,520,415
495,Central,Kampala,Primary,2.3769860766430897,20,Female,1277923,Well,Coffee,2024,Yield Increased,80,520,459
496,Northern,Kampala,Secondary,4.294179441680409,24,Female,745537,River,Coffee,2024,Yield Increased,34,520,335
497,Northern,Gulu,Primary,2.510023302242254,60,Female,646674,Well,Maize,2024,Kits Distributed,94,520,318
498,Western,Arua,University,6.257401035568924,30,Male,416265,Borehole,Coffee,2022,Kits Distributed,31,520,321
499,Central,Kampala,University,6.03088477655761,54,Male,681712,River,Maize,2022,Yield Increased,18,520,364
